estado;divisao;ano;data;mandante;visitante;placar;gols_mandante;gols_visitante;resultado;peso_importancia
sao-paulo;5;2022;2022-06-11;Grêmio Prudente;Santacruzense;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-11;Rio Branco-SP;Itapirense;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-06-11;Amparo;União São João;4-0;4;0;H;1.0
sao-paulo;5;2022;2022-06-11;Flamengo-SP;Guarulhos;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-06-11;Joseense;Atlético Mogi;9-0;9;0;H;1.0
sao-paulo;5;2022;2022-06-11;Jabaquara;Ska Brasil;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-12;Penapolense;Fernandópolis;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-06-12;VOCEM;Assisense;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-06-12;Osvaldo Cruz;Itararé;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-06-12;Batatais;Taquaritinga;1-4;1;4;A;1.0
sao-paulo;5;2022;2022-06-12;Grêmio São-Carlense;XV de Jaú;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-12;União Mogi;Manthiqueira;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-06-12;Colorado Caieiras;ECUS;3-1;3;1;H;1.0
sao-paulo;5;2022;2022-06-18;América-SP;Penapolense;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-06-18;Itapirense;Independente de Limeira;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-18;Atlético Mogi;Manthiqueira;0-6;0;6;A;1.0
sao-paulo;5;2022;2022-06-18;Andradina EC;Inter de Bebedouro;2-5;2;5;A;1.0
sao-paulo;5;2022;2022-06-18;Amparo;Rio Branco-SP;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-06-18;Joseense;Flamengo-SP;3-0;3;0;H;1.0
sao-paulo;5;2022;2022-06-18;Guarulhos;União Mogi;4-3;4;3;H;1.0
sao-paulo;5;2022;2022-06-18;Jabaquara;Mauá;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-06-18;Ska Brasil;ECUS;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-06-19;União São João;Paulista;0-4;0;4;A;1.0
sao-paulo;5;2022;2022-06-19;Fernandópolis;Catanduva;1-5;1;5;A;1.0
sao-paulo;5;2022;2022-06-19;Osvaldo Cruz;VOCEM;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-06-19;Assisense;Grêmio Prudente;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-06-19;Francana;Batatais;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-06-19;Taquaritinga;Grêmio São-Carlense;2-3;2;3;A;1.0
sao-paulo;5;2022;2022-06-19;Itararé;Santacruzense;3-0;3;0;H;1.0
sao-paulo;5;2022;2022-06-19;São Carlos;XV de Jaú;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-06-19;Grêmio Mauaense;Colorado Caieiras;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-06-25;Penapolense;Andradina EC;8-0;8;0;H;1.0
sao-paulo;5;2022;2022-06-25;Inter de Bebedouro;Fernandópolis;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-06-25;Catanduva;América-SP;3-3;3;3;D;1.0
sao-paulo;5;2022;2022-06-25;VOCEM;Itararé;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-06-25;Santacruzense;Assisense;1-3;1;3;A;1.0
sao-paulo;5;2022;2022-06-25;Grêmio Prudente;Osvaldo Cruz;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-25;Batatais;São Carlos;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-06-25;XV de Jaú;Taquaritinga;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-25;Grêmio São-Carlense;Francana;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-06-25;Rio Branco-SP;União São João;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-06-25;Paulista;Itapirense;3-0;3;0;H;1.0
sao-paulo;5;2022;2022-06-25;Independente de Limeira;Amparo;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-06-25;Flamengo-SP;Atlético Mogi;6-1;6;1;H;1.0
sao-paulo;5;2022;2022-06-25;Manthiqueira;Guarulhos;7-1;7;1;H;1.0
sao-paulo;5;2022;2022-06-25;União Mogi;Joseense;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-06-25;Mauá;Ska Brasil;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-06-25;ECUS;Grêmio Mauaense;4-2;4;2;H;1.0
sao-paulo;5;2022;2022-06-25;Colorado Caieiras;Jabaquara;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-07-01;Catanduva;Itapirense;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-07-01;XV de Jaú;Grêmio Prudente;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-07-02;Paulista;Penapolense;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-07-02;Rio Branco-SP;Mauá;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-07-02;Joseense;Inter de Bebedouro;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-07-03;Grêmio São-Carlense;Manthiqueira;4-0;4;0;H;1.0
sao-paulo;5;2022;2022-07-03;Flamengo-SP;Taquaritinga;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-07-03;Itararé;Ska Brasil;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-07-09;Manthiqueira;Paulista;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-07-09;Mauá;XV de Jaú;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-07-09;Grêmio Prudente;Rio Branco-SP;4-1;4;1;H;1.0
sao-paulo;5;2022;2022-07-09;Inter de Bebedouro;Flamengo-SP;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-07-09;Ska Brasil;Catanduva;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-07-09;Itapirense;Itararé;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-07-10;Penapolense;Grêmio São-Carlense;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-07-10;Taquaritinga;Joseense;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-07-15;Ska Brasil;Itapirense;1-3;1;3;A;1.0
sao-paulo;5;2022;2022-07-15;XV de Jaú;Rio Branco-SP;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-07-15;Catanduva;Itararé;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-07-16;Paulista;Grêmio São-Carlense;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-07-16;Manthiqueira;Penapolense;3-2;3;2;H;1.0
sao-paulo;5;2022;2022-07-16;Mauá;Grêmio Prudente;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-07-16;Inter de Bebedouro;Taquaritinga;3-0;3;0;H;1.0
sao-paulo;5;2022;2022-07-17;Flamengo-SP;Joseense;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-07-23;Rio Branco-SP;XV de Jaú;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-07-23;Grêmio Prudente;Mauá;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-07-23;Joseense;Flamengo-SP;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-07-23;Itapirense;Ska Brasil;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-07-24;Grêmio São-Carlense;Paulista;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-07-24;Penapolense;Manthiqueira;5-0;5;0;H;1.0
sao-paulo;5;2022;2022-07-24;Taquaritinga;Inter de Bebedouro;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-07-24;Itararé;Catanduva;3-3;3;3;D;1.0
sao-paulo;5;2022;2022-07-29;Joseense;Taquaritinga;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-07-29;XV de Jaú;Mauá;3-1;3;1;H;1.0
sao-paulo;5;2022;2022-07-29;Catanduva;Ska Brasil;5-2;5;2;H;1.0
sao-paulo;5;2022;2022-07-30;Paulista;Manthiqueira;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-07-30;Rio Branco-SP;Grêmio Prudente;2-3;2;3;A;1.0
sao-paulo;5;2022;2022-07-31;Grêmio São-Carlense;Penapolense;3-2;3;2;H;1.0
sao-paulo;5;2022;2022-07-31;Flamengo-SP;Inter de Bebedouro;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-07-31;Itararé;Itapirense;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-08-06;Penapolense;Paulista;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-08-06;Manthiqueira;Grêmio São-Carlense;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-08-06;Grêmio Prudente;XV de Jaú;2-0;2;0;H;1.0
sao-paulo;5;2022;2022-08-06;Mauá;Rio Branco-SP;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-08-06;Taquaritinga;Flamengo-SP;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-08-06;Inter de Bebedouro;Joseense;3-1;3;1;H;1.0
sao-paulo;5;2022;2022-08-06;Itapirense;Catanduva;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-08-06;Ska Brasil;Itararé;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-08-12;XV de Jaú;Flamengo-SP;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-08-13;Inter de Bebedouro;Grêmio São-Carlense;1-2;1;2;A;1.0
sao-paulo;5;2022;2022-08-14;Penapolense;Itapirense;2-2;2;2;D;1.0
sao-paulo;5;2022;2022-08-14;Itararé;Grêmio Prudente;0-3;0;3;A;1.0
sao-paulo;5;2022;2022-08-20;Grêmio Prudente;Itararé;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-08-20;Grêmio São-Carlense;Inter de Bebedouro;0-1;0;1;A;1.0
sao-paulo;5;2022;2022-08-21;Flamengo-SP;XV de Jaú;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-08-21;Itapirense;Penapolense;1-0;1;0;H;1.0
sao-paulo;5;2022;2022-08-27;Grêmio São-Carlense;Itapirense;1-1;1;1;D;1.0
sao-paulo;5;2022;2022-08-28;Flamengo-SP;Grêmio Prudente;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-09-03;Grêmio Prudente;Flamengo-SP;2-1;2;1;H;1.0
sao-paulo;5;2022;2022-09-04;Itapirense;Grêmio São-Carlense;0-0;0;0;D;1.0
sao-paulo;5;2022;2022-09-11;Itapirense;Grêmio Prudente;0-2;0;2;A;1.0
sao-paulo;5;2022;2022-09-17;Grêmio Prudente;Itapirense;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-08-21;Rio Branco-SP;Grêmio São-Carlense;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-08-21;Paulista;Flamengo-SP;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-21;União Suzano;União Mogi;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-08-21;Mauá;Manthiqueira;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-08-21;Independente de Limeira;Itapirense;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-22;Matonense;América-SP;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-08-22;Inter de Bebedouro;Taquaritinga;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-08-22;Assisense;Santacruzense;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-08-22;Osvaldo Cruz;XV de Jaú;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-08-22;São Carlos;Mogi Mirim;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-08-22;Barcelona Esportivo;Grêmio Mauaense;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-08-22;Catanduva;Fernandópolis;3-0;3;0;H;1.0
sao-paulo;5;2021;2021-08-22;Grêmio Prudente;VOCEM;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-22;Guarulhos;Colorado Caieiras;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-22;Atlético Mogi;ECUS;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-08-25;América-SP;Inter de Bebedouro;2-3;2;3;A;1.0
sao-paulo;5;2021;2021-08-25;Taquaritinga;Catanduva;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-08-25;Fernandópolis;Matonense;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-25;VOCEM;Osvaldo Cruz;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-25;XV de Jaú;Assisense;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-08-25;Santacruzense;Grêmio Prudente;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-25;Grêmio São-Carlense;Independente de Limeira;0-0;0;0;D;1.0
sao-paulo;5;2021;2021-08-25;Itapirense;São Carlos;1-2;1;2;A;1.0
sao-paulo;5;2021;2021-08-25;Mogi Mirim;Rio Branco-SP;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-08-25;Flamengo-SP;Barcelona Esportivo;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-08-25;Grêmio Mauaense;Guarulhos;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-08-25;Colorado Caieiras;Paulista;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-08-25;União Mogi;Mauá;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-08-25;Manthiqueira;Atlético Mogi;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-08-25;ECUS;União Suzano;0-3;0;3;A;1.0
sao-paulo;5;2021;2021-08-28;Mauá;União Suzano;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-08-28;ECUS;Manthiqueira;1-3;1;3;A;1.0
sao-paulo;5;2021;2021-08-28;Independente de Limeira;Rio Branco-SP;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-08-29;Inter de Bebedouro;Matonense;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-29;Assisense;VOCEM;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-08-29;Osvaldo Cruz;Grêmio Prudente;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-08-29;Santacruzense;XV de Jaú;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-08-29;São Carlos;Grêmio São-Carlense;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-08-29;Mogi Mirim;Itapirense;0-0;0;0;D;1.0
sao-paulo;5;2021;2021-08-29;Catanduva;América-SP;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-08-29;Fernandópolis;Taquaritinga;0-0;0;0;D;1.0
sao-paulo;5;2021;2021-08-29;Guarulhos;Flamengo-SP;0-3;0;3;A;1.0
sao-paulo;5;2021;2021-08-29;Colorado Caieiras;Grêmio Mauaense;1-2;1;2;A;1.0
sao-paulo;5;2021;2021-08-29;Atlético Mogi;União Mogi;2-3;2;3;A;1.0
sao-paulo;5;2021;2021-09-01;América-SP;Taquaritinga;1-3;1;3;A;1.0
sao-paulo;5;2021;2021-09-01;Inter de Bebedouro;Fernandópolis;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-01;Matonense;Catanduva;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-01;VOCEM;XV de Jaú;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-01;Grêmio Prudente;Assisense;4-1;4;1;H;1.0
sao-paulo;5;2021;2021-09-01;Grêmio São-Carlense;Itapirense;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-01;Rio Branco-SP;São Carlos;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-01;Flamengo-SP;Grêmio Mauaense;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-01;Barcelona Esportivo;Colorado Caieiras;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-01;Paulista;Guarulhos;3-0;3;0;H;1.0
sao-paulo;5;2021;2021-09-01;União Mogi;Manthiqueira;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-01;Mauá;ECUS;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-01;União Suzano;Atlético Mogi;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-09-01;Independente de Limeira;Mogi Mirim;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-04;Catanduva;Inter de Bebedouro;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-04;XV de Jaú;Grêmio Prudente;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-04;Grêmio Mauaense;Paulista;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-04;ECUS;União Mogi;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-04;Manthiqueira;União Suzano;0-0;0;0;D;1.0
sao-paulo;5;2021;2021-09-05;Santacruzense;VOCEM;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-05;Assisense;Osvaldo Cruz;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-09-05;Mogi Mirim;Grêmio São-Carlense;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-05;São Carlos;Independente de Limeira;1-2;1;2;A;1.0
sao-paulo;5;2021;2021-09-05;Fernandópolis;América-SP;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-09-05;Taquaritinga;Matonense;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-05;Itapirense;Rio Branco-SP;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-05;Colorado Caieiras;Flamengo-SP;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-05;Guarulhos;Barcelona Esportivo;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-05;Atlético Mogi;Mauá;0-9;0;9;A;1.0
sao-paulo;5;2021;2021-09-08;Osvaldo Cruz;Santacruzense;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-11;ECUS;Atlético Mogi;3-1;3;1;H;1.0
sao-paulo;5;2021;2021-09-11;XV de Jaú;Osvaldo Cruz;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-11;Grêmio São-Carlense;Rio Branco-SP;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-11;Flamengo-SP;Paulista;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-11;Grêmio Mauaense;Barcelona Esportivo;1-3;1;3;A;1.0
sao-paulo;5;2021;2021-09-11;Manthiqueira;Mauá;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-12;VOCEM;Grêmio Prudente;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-12;Santacruzense;Assisense;0-0;0;0;D;1.0
sao-paulo;5;2021;2021-09-12;Mogi Mirim;São Carlos;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-12;América-SP;Matonense;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-12;Fernandópolis;Catanduva;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-09-12;Taquaritinga;Inter de Bebedouro;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-12;Itapirense;Independente de Limeira;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-12;Colorado Caieiras;Guarulhos;3-3;3;3;D;1.0
sao-paulo;5;2021;2021-09-12;União Mogi;União Suzano;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-15;Inter de Bebedouro;América-SP;4-0;4;0;H;1.0
sao-paulo;5;2021;2021-09-15;Catanduva;Taquaritinga;0-2;0;2;A;1.0
sao-paulo;5;2021;2021-09-15;Matonense;Fernandópolis;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-15;Osvaldo Cruz;VOCEM;2-3;2;3;A;1.0
sao-paulo;5;2021;2021-09-15;Assisense;XV de Jaú;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-15;Grêmio Prudente;Santacruzense;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-15;São Carlos;Itapirense;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-15;Rio Branco-SP;Mogi Mirim;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-09-15;Barcelona Esportivo;Flamengo-SP;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-09-15;Guarulhos;Grêmio Mauaense;1-2;1;2;A;1.0
sao-paulo;5;2021;2021-09-15;Paulista;Colorado Caieiras;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-15;Mauá;União Mogi;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-15;Atlético Mogi;Manthiqueira;2-4;2;4;A;1.0
sao-paulo;5;2021;2021-09-15;União Suzano;ECUS;6-0;6;0;H;1.0
sao-paulo;5;2021;2021-09-15;Independente de Limeira;Grêmio São-Carlense;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-18;XV de Jaú;Santacruzense;2-1;2;1;H;1.0
sao-paulo;5;2021;2021-09-18;Paulista;Barcelona Esportivo;2-2;2;2;D;1.0
sao-paulo;5;2021;2021-09-18;Grêmio Mauaense;Colorado Caieiras;2-3;2;3;A;1.0
sao-paulo;5;2021;2021-09-18;União Suzano;Mauá;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-18;Manthiqueira;ECUS;1-2;1;2;A;1.0
sao-paulo;5;2021;2021-09-19;Matonense;Inter de Bebedouro;1-0;1;0;H;1.0
sao-paulo;5;2021;2021-09-19;VOCEM;Assisense;0-1;0;1;A;1.0
sao-paulo;5;2021;2021-09-19;Grêmio São-Carlense;São Carlos;1-1;1;1;D;1.0
sao-paulo;5;2021;2021-09-19;Rio Branco-SP;Independente de Limeira;2-0;2;0;H;1.0
sao-paulo;5;2021;2021-09-19;América-SP;Catanduva;2-2;2;2;D;1.0
