estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
mato-grosso-do-sul;1;2021;2021-04-07;NOVOPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-07;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-08;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-11;TRÊS LAGOAS;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-11;UNIÃO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-11;ÁGUIA NEGRA;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-12;AQUIDAUANENSE;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-13;TRÊS LAGOAS;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-4;A;2.0;2;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-14;COSTA RICA;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-15;AQUIDAUANENSE;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-15;OPERÁRIO;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-16;UNIÃO;mato-grosso-do-sul;TRÊS LAGOAS;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-18;COMERCIAL;mato-grosso-do-sul;TRÊS LAGOAS;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-18;SERC;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;4-2;H;2.0;4;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-21;DOURADOS;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-21;OPERÁRIO;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-21;AQUIDAUANENSE;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-24;UNIÃO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-25;COSTA RICA;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-25;COMERCIAL;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-28;DOURADOS;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-28;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-29;COMERCIAL;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;4-1;H;2.0;4;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-01;AQUIDAUANENSE;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-02;UNIÃO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-02;COSTA RICA;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-05;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-06;COMERCIAL;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-07;UNIÃO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-09;UNIÃO;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-4;A;2.0;1;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-10;COMERCIAL;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-10;COSTA RICA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-13;DOURADOS;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-13;OPERÁRIO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-14;AQUIDAUANENSE;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-16;UNIÃO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-17;AQUIDAUANENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-17;COSTA RICA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-20;DOURADOS;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-20;OPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;3-2;H;2.0;3;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-20;COMERCIAL;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-4;A;2.0;1;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-23;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;2-4;A;2.0;2;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-23;AQUIDAUANENSE;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-05-23;COSTA RICA;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-01-22;ÁGUIA NEGRA;mato-grosso-do-sul;PONTAPORANENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-01-26;CORUMBAENSE;mato-grosso-do-sul;MARACAJU;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-01;AQUIDAUANENSE;mato-grosso-do-sul;SERC;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-01;COMERCIAL;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-01;COSTA RICA;mato-grosso-do-sul;NOVA ANDRADINA;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-02;OPERÁRIO;mato-grosso-do-sul;PONTAPORANENSE;mato-grosso-do-sul;4-1;H;2.0;4;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-05;SERC;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-05;PONTAPORANENSE;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-05;NOVA ANDRADINA;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-05;COMERCIAL;mato-grosso-do-sul;MARACAJU;mato-grosso-do-sul;3-2;H;2.0;3;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-08;NOVA ANDRADINA;mato-grosso-do-sul;PONTAPORANENSE;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-09;SERC;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-09;OPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-09;COSTA RICA;mato-grosso-do-sul;MARACAJU;mato-grosso-do-sul;4-4;D;2.0;4;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-09;ÁGUIA NEGRA;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-15;NOVA ANDRADINA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-15;CORUMBAENSE;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-16;AQUIDAUANENSE;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-16;PONTAPORANENSE;mato-grosso-do-sul;MARACAJU;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-16;COSTA RICA;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-19;ÁGUIA NEGRA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-22;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-22;COMERCIAL;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-22;MARACAJU;mato-grosso-do-sul;NOVA ANDRADINA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-22;AQUIDAUANENSE;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-29;NOVA ANDRADINA;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-02-29;MARACAJU;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-01;CORUMBAENSE;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-01;PONTAPORANENSE;mato-grosso-do-sul;SERC;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-01;COSTA RICA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-04;SERC;mato-grosso-do-sul;NOVA ANDRADINA;mato-grosso-do-sul;4-1;H;2.0;4;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-04;MARACAJU;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-04;AQUIDAUANENSE;mato-grosso-do-sul;PONTAPORANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-04;OPERÁRIO;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-05;COMERCIAL;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-07;MARACAJU;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-07;NOVA ANDRADINA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-6;A;2.0;2;6;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-08;PONTAPORANENSE;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-08;ÁGUIA NEGRA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-08;COSTA RICA;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-14;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-14;AQUIDAUANENSE;mato-grosso-do-sul;MARACAJU;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-14;CORUMBAENSE;mato-grosso-do-sul;PONTAPORANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-15;COMERCIAL;mato-grosso-do-sul;NOVA ANDRADINA;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-03-15;SERC;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-11-28;COMERCIAL;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-11-29;COSTA RICA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-02;OPERÁRIO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-03;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;4-0;H;2.0;4;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-06;SERC;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-09;ÁGUIA NEGRA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-13;COMERCIAL;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-16;AQUIDAUANENSE;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;3-2;H;2.0;3;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-20;ÁGUIA NEGRA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2020;2020-12-23;AQUIDAUANENSE;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
minas-gerais;3;2025;2025-08-29;INTER DE MINAS;minas-gerais;SERRANENSE;minas-gerais;4-2;H;1.0;4;2;minas_gerais
minas-gerais;3;2025;2025-08-30;ESSUBE;minas-gerais;PASSOS;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-09-01;BOSTON CITY BRASIL;minas-gerais;COIMBRA;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2025;2025-09-01;UNIÃO LUZIENSE;minas-gerais;NOVO ESPORTE;minas-gerais;0-1;A;1.0;0;1;minas_gerais
minas-gerais;3;2025;2025-09-01;NACIONAL UBERABA;minas-gerais;AE PARACATU;minas-gerais;1-1;D;1.0;1;1;minas_gerais
minas-gerais;3;2025;2025-09-06;NOVO ESPORTE;minas-gerais;TUPI;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-09-06;SERRANENSE;minas-gerais;UNIÃO LUZIENSE;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-09-07;COIMBRA;minas-gerais;INTER DE MINAS;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2025;2025-09-07;PASSOS;minas-gerais;JUVENTUS DE MINAS NOVAS;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-09-07;BOA ESPORTE;minas-gerais;NACIONAL UBERABA;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2025;2025-09-13;UNIÃO LUZIENSE;minas-gerais;INTER DE MINAS;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-09-13;TUPI;minas-gerais;BOSTON CITY BRASIL;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-09-13;AE PARACATU;minas-gerais;BOA ESPORTE;minas-gerais;0-4;A;1.0;0;4;minas_gerais
minas-gerais;3;2025;2025-09-13;JUVENTUS DE MINAS NOVAS;minas-gerais;ESSUBE;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2025;2025-09-14;COIMBRA;minas-gerais;NOVO ESPORTE;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-09-20;ESSUBE;minas-gerais;NACIONAL UBERABA;minas-gerais;3-1;H;1.0;3;1;minas_gerais
minas-gerais;3;2025;2025-09-20;AE PARACATU;minas-gerais;PASSOS;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-09-20;TUPI;minas-gerais;COIMBRA;minas-gerais;2-2;D;1.0;2;2;minas_gerais
minas-gerais;3;2025;2025-09-20;NOVO ESPORTE;minas-gerais;SERRANENSE;minas-gerais;3-0;H;1.0;3;0;minas_gerais
minas-gerais;3;2025;2025-09-21;BOSTON CITY BRASIL;minas-gerais;UNIÃO LUZIENSE;minas-gerais;2-2;D;1.0;2;2;minas_gerais
minas-gerais;3;2025;2025-09-26;INTER DE MINAS;minas-gerais;BOSTON CITY BRASIL;minas-gerais;3-0;H;1.0;3;0;minas_gerais
minas-gerais;3;2025;2025-09-27;ESSUBE;minas-gerais;BOA ESPORTE;minas-gerais;1-2;A;1.0;1;2;minas_gerais
minas-gerais;3;2025;2025-09-27;UNIÃO LUZIENSE;minas-gerais;COIMBRA;minas-gerais;1-2;A;1.0;1;2;minas_gerais
minas-gerais;3;2025;2025-09-27;SERRANENSE;minas-gerais;TUPI;minas-gerais;2-2;D;1.0;2;2;minas_gerais
minas-gerais;3;2025;2025-09-27;JUVENTUS DE MINAS NOVAS;minas-gerais;AE PARACATU;minas-gerais;1-1;D;1.0;1;1;minas_gerais
minas-gerais;3;2025;2025-10-03;INTER DE MINAS;minas-gerais;TUPI;minas-gerais;1-3;A;1.0;1;3;minas_gerais
minas-gerais;3;2025;2025-10-05;COIMBRA;minas-gerais;SERRANENSE;minas-gerais;6-1;H;1.0;6;1;minas_gerais
minas-gerais;3;2025;2025-10-05;BOA ESPORTE;minas-gerais;JUVENTUS DE MINAS NOVAS;minas-gerais;5-0;H;1.0;5;0;minas_gerais
minas-gerais;3;2025;2025-10-06;BOSTON CITY BRASIL;minas-gerais;NOVO ESPORTE;minas-gerais;3-2;H;1.0;3;2;minas_gerais
minas-gerais;3;2025;2025-10-06;NACIONAL UBERABA;minas-gerais;PASSOS;minas-gerais;1-0;H;1.0;1;0;minas_gerais
minas-gerais;3;2025;2025-10-11;NOVO ESPORTE;minas-gerais;INTER DE MINAS;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-10-11;TUPI;minas-gerais;UNIÃO LUZIENSE;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-10-11;SERRANENSE;minas-gerais;BOSTON CITY BRASIL;minas-gerais;0-1;A;1.0;0;1;minas_gerais
minas-gerais;3;2025;2025-10-11;AE PARACATU;minas-gerais;ESSUBE;minas-gerais;1-1;D;1.0;1;1;minas_gerais
minas-gerais;3;2025;2025-10-11;JUVENTUS DE MINAS NOVAS;minas-gerais;NACIONAL UBERABA;minas-gerais;2-2;D;1.0;2;2;minas_gerais
minas-gerais;3;2025;2025-10-11;PASSOS;minas-gerais;BOA ESPORTE;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2025;2025-10-25;TUPI;minas-gerais;NOVO ESPORTE;minas-gerais;0-3;A;1.0;0;3;minas_gerais
minas-gerais;3;2025;2025-10-25;ESSUBE;minas-gerais;AE PARACATU;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2025;2025-10-26;BOA ESPORTE;minas-gerais;COIMBRA;minas-gerais;1-1;D;1.0;1;1;minas_gerais
minas-gerais;3;2025;2025-11-01;AE PARACATU;minas-gerais;BOA ESPORTE;minas-gerais;1-1;D;1.0;1;1;minas_gerais
minas-gerais;3;2025;2025-11-01;NOVO ESPORTE;minas-gerais;ESSUBE;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2025;2025-11-02;COIMBRA;minas-gerais;TUPI;minas-gerais;3-1;H;1.0;3;1;minas_gerais
minas-gerais;3;2025;2025-11-08;COIMBRA;minas-gerais;AE PARACATU;minas-gerais;2-1;H;1.0;2;1;minas_gerais
minas-gerais;3;2025;2025-11-08;TUPI;minas-gerais;ESSUBE;minas-gerais;1-0;H;1.0;1;0;minas_gerais
minas-gerais;3;2025;2025-11-09;BOA ESPORTE;minas-gerais;NOVO ESPORTE;minas-gerais;3-0;H;1.0;3;0;minas_gerais
minas-gerais;3;2025;2025-11-15;NOVO ESPORTE;minas-gerais;COIMBRA;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2025;2025-11-15;TUPI;minas-gerais;AE PARACATU;minas-gerais;1-2;A;1.0;1;2;minas_gerais
minas-gerais;3;2025;2025-11-15;ESSUBE;minas-gerais;BOA ESPORTE;minas-gerais;1-3;A;1.0;1;3;minas_gerais
minas-gerais;3;2025;2025-11-22;BOA ESPORTE;minas-gerais;TUPI;minas-gerais;3-1;H;1.0;3;1;minas_gerais
minas-gerais;3;2025;2025-11-22;COIMBRA;minas-gerais;ESSUBE;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2025;2025-11-22;AE PARACATU;minas-gerais;NOVO ESPORTE;minas-gerais;0-0;D;1.0;0;0;minas_gerais
minas-gerais;3;2024;2024-08-31;INTER DE MINAS;minas-gerais;VILLA REAL;minas-gerais;3-2;H;1.0;3;2;minas_gerais
minas-gerais;3;2024;2024-08-31;ARAGUARI;minas-gerais;AE PARACATU;minas-gerais;0-5;A;1.0;0;5;minas_gerais
minas-gerais;3;2024;2024-08-31;UBERABA;minas-gerais;ESSUBE;minas-gerais;3-2;H;1.0;3;2;minas_gerais
minas-gerais;3;2024;2024-09-01;AMÉRICA T.O;minas-gerais;COIMBRA;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2024;2024-09-01;BOSTON CITY BRASIL;minas-gerais;SOCIAL;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2024;2024-09-01;POÇOS DE CALDAS;minas-gerais;TUPYNAMBÁS;minas-gerais;1-2;A;1.0;1;2;minas_gerais
minas-gerais;3;2024;2024-09-02;GUARANI;minas-gerais;ATL. TRÊS CORAÇÕES;minas-gerais;2-0;H;1.0;2;0;minas_gerais
minas-gerais;3;2024;2024-09-06;COIMBRA;minas-gerais;BOSTON CITY BRASIL;minas-gerais;6-1;H;1.0;6;1;minas_gerais
minas-gerais;3;2024;2024-09-07;NACIONAL UBERABA;minas-gerais;UBERABA;minas-gerais;3-1;H;1.0;3;1;minas_gerais
minas-gerais;3;2024;2024-09-08;TUPYNAMBÁS;minas-gerais;INTER DE MINAS;minas-gerais;0-1;A;1.0;0;1;minas_gerais
minas-gerais;3;2024;2024-09-08;ATL. TRÊS CORAÇÕES;minas-gerais;POÇOS DE CALDAS;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2024;2024-09-08;SOCIAL;minas-gerais;CONTAGEM;minas-gerais;0-2;A;1.0;0;2;minas_gerais
minas-gerais;3;2024;2024-09-08;VILLA REAL;minas-gerais;GUARANI;minas-gerais;1-2;A;1.0;1;2;minas_gerais
minas-gerais;3;2024;2024-09-10;ESSUBE;minas-gerais;ARAGUARI;minas-gerais;2-0;H;1.0;2;0;minas_gerais
