estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
rio-de-janeiro;1;2022;2022-01-30;RESENDE;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-01-30;MADUREIRA;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-01-30;BOTAFOGO;rio-de-janeiro;BANGU;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-02;BANGU;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-02;FLAMENGO;rio-de-janeiro;BOAVISTA;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-02;VASCO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;3-2;H;2.0;3;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-03;RESENDE;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-03;BOTAFOGO;rio-de-janeiro;MADUREIRA;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-03;FLUMINENSE;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-05;BOAVISTA;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-06;MADUREIRA;rio-de-janeiro;VASCO;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-06;FLAMENGO;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-06;PORTUGUESA;rio-de-janeiro;BANGU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-07;RESENDE;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-07;BOTAFOGO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-09;BANGU;rio-de-janeiro;MADUREIRA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-09;VASCO;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-10;NOVA IGUAÇU;rio-de-janeiro;BOAVISTA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-10;AUDAX RIO;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-10;FLUMINENSE;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-12;BANGU;rio-de-janeiro;RESENDE;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-12;VOLTA REDONDA;rio-de-janeiro;MADUREIRA;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-13;AUDAX RIO;rio-de-janeiro;BOAVISTA;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-13;FLUMINENSE;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-13;FLAMENGO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;5-0;H;2.0;5;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-13;VASCO;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-16;MADUREIRA;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-16;VOLTA REDONDA;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;4-0;H;2.0;4;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-16;NOVA IGUAÇU;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-17;BOTAFOGO;rio-de-janeiro;RESENDE;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-17;VASCO;rio-de-janeiro;BANGU;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-18;PORTUGUESA;rio-de-janeiro;BOAVISTA;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-19;FLUMINENSE;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-20;NOVA IGUAÇU;rio-de-janeiro;BANGU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-20;PORTUGUESA;rio-de-janeiro;MADUREIRA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-20;AUDAX RIO;rio-de-janeiro;VASCO;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-21;RESENDE;rio-de-janeiro;BOAVISTA;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-23;BOTAFOGO;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-24;BANGU;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-25;BOAVISTA;rio-de-janeiro;MADUREIRA;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-26;FLUMINENSE;rio-de-janeiro;VASCO;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-27;VOLTA REDONDA;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;2-3;A;2.0;2;3;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-27;FLAMENGO;rio-de-janeiro;RESENDE;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-02-27;PORTUGUESA;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;5-3;H;2.0;5;3;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-02;VOLTA REDONDA;rio-de-janeiro;RESENDE;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-05;NOVA IGUAÇU;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-05;RESENDE;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-4;A;2.0;0;4;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-06;MADUREIRA;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-06;BOAVISTA;rio-de-janeiro;BANGU;rio-de-janeiro;4-1;H;2.0;4;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-06;FLAMENGO;rio-de-janeiro;VASCO;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-07;BOTAFOGO;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;5-0;H;2.0;5;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-12;PORTUGUESA;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-12;BOAVISTA;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-12;BANGU;rio-de-janeiro;FLAMENGO;rio-de-janeiro;0-6;A;2.0;0;6;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-13;NOVA IGUAÇU;rio-de-janeiro;MADUREIRA;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-13;VASCO;rio-de-janeiro;RESENDE;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-13;AUDAX RIO;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-16;VASCO;rio-de-janeiro;FLAMENGO;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-19;AUDAX RIO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-20;RESENDE;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-20;FLAMENGO;rio-de-janeiro;VASCO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-21;BOTAFOGO;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-23;NOVA IGUAÇU;rio-de-janeiro;AUDAX RIO;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-24;PORTUGUESA;rio-de-janeiro;RESENDE;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-27;RESENDE;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-27;FLUMINENSE;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-30;NOVA IGUAÇU;rio-de-janeiro;RESENDE;rio-de-janeiro;0-0(2-4 Pen.);D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2022;2022-03-30;FLAMENGO;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-2;A;2.0;0;2;rio_de_janeiro
rio-de-janeiro;1;2022;2022-04-02;FLUMINENSE;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-16;AMERICA;rio-de-janeiro;SAMPAIO CORRÊA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-16;NOVA IGUAÇU;rio-de-janeiro;FRIBURGUENSE;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-16;AMERICANO;rio-de-janeiro;CABOFRIENSE;rio-de-janeiro;3-2;H;2.0;3;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-20;SAMPAIO CORRÊA;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-20;FRIBURGUENSE;rio-de-janeiro;AMERICANO;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-20;CABOFRIENSE;rio-de-janeiro;AMERICA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-23;AMERICANO;rio-de-janeiro;SAMPAIO CORRÊA;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-23;CABOFRIENSE;rio-de-janeiro;FRIBURGUENSE;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-23;AMERICA;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-27;SAMPAIO CORRÊA;rio-de-janeiro;CABOFRIENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-27;FRIBURGUENSE;rio-de-janeiro;AMERICA;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-27;NOVA IGUAÇU;rio-de-janeiro;AMERICANO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-30;FRIBURGUENSE;rio-de-janeiro;SAMPAIO CORRÊA;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-30;CABOFRIENSE;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-01-30;AMERICANO;rio-de-janeiro;AMERICA;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-03;SAMPAIO CORRÊA;rio-de-janeiro;AMERICA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-03;FRIBURGUENSE;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-03;CABOFRIENSE;rio-de-janeiro;AMERICANO;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-06;NOVA IGUAÇU;rio-de-janeiro;SAMPAIO CORRÊA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-06;AMERICANO;rio-de-janeiro;FRIBURGUENSE;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-06;AMERICA;rio-de-janeiro;CABOFRIENSE;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-10;SAMPAIO CORRÊA;rio-de-janeiro;AMERICANO;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-10;FRIBURGUENSE;rio-de-janeiro;CABOFRIENSE;rio-de-janeiro;2-5;A;2.0;2;5;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-10;NOVA IGUAÇU;rio-de-janeiro;AMERICA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-17;CABOFRIENSE;rio-de-janeiro;SAMPAIO CORRÊA;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-17;AMERICA;rio-de-janeiro;FRIBURGUENSE;rio-de-janeiro;4-4;D;2.0;4;4;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-17;AMERICANO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-20;SAMPAIO CORRÊA;rio-de-janeiro;FRIBURGUENSE;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-20;NOVA IGUAÇU;rio-de-janeiro;CABOFRIENSE;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-02-20;AMERICA;rio-de-janeiro;AMERICANO;rio-de-janeiro;3-1;H;2.0;3;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-02;FLAMENGO;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-03;MACAÉ;rio-de-janeiro;BANGU;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-03;VOLTA REDONDA;rio-de-janeiro;MADUREIRA;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-03;BOTAFOGO;rio-de-janeiro;BOAVISTA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-03;VASCO;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-04;RESENDE;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-06;MACAÉ;rio-de-janeiro;FLAMENGO;rio-de-janeiro;0-2;A;2.0;0;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-06;VOLTA REDONDA;rio-de-janeiro;VASCO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-07;NOVA IGUAÇU;rio-de-janeiro;MADUREIRA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-07;FLUMINENSE;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;0-3;A;2.0;0;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-07;BOAVISTA;rio-de-janeiro;BANGU;rio-de-janeiro;2-0;H;2.0;2;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-07;BOTAFOGO;rio-de-janeiro;RESENDE;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-13;MADUREIRA;rio-de-janeiro;RESENDE;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-13;NOVA IGUAÇU;rio-de-janeiro;VASCO;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-13;BANGU;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-14;PORTUGUESA;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-14;FLAMENGO;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-15;BOAVISTA;rio-de-janeiro;MACAÉ;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-19;FLAMENGO;rio-de-janeiro;RESENDE;rio-de-janeiro;4-1;H;2.0;4;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-20;VOLTA REDONDA;rio-de-janeiro;MACAÉ;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-20;BOAVISTA;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-20;BANGU;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-21;MADUREIRA;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-21;VASCO;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-23;RESENDE;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-23;BOAVISTA;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-2;A;2.0;0;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-24;MADUREIRA;rio-de-janeiro;BANGU;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-24;VASCO;rio-de-janeiro;MACAÉ;rio-de-janeiro;3-1;H;2.0;3;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-24;BOTAFOGO;rio-de-janeiro;FLAMENGO;rio-de-janeiro;0-2;A;2.0;0;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-25;NOVA IGUAÇU;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-26;FLUMINENSE;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;2-3;A;2.0;2;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-27;VASCO;rio-de-janeiro;MADUREIRA;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-27;BANGU;rio-de-janeiro;RESENDE;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-27;BOAVISTA;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-28;PORTUGUESA;rio-de-janeiro;MACAÉ;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-28;NOVA IGUAÇU;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;1-2;A;2.0;1;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-30;FLUMINENSE;rio-de-janeiro;VASCO;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-31;MACAÉ;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-31;BOTAFOGO;rio-de-janeiro;MADUREIRA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-03-31;FLAMENGO;rio-de-janeiro;BANGU;rio-de-janeiro;3-0;H;2.0;3;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-01;RESENDE;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-01;VOLTA REDONDA;rio-de-janeiro;BOAVISTA;rio-de-janeiro;3-1;H;2.0;3;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-03;VASCO;rio-de-janeiro;BANGU;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-04;RESENDE;rio-de-janeiro;BOAVISTA;rio-de-janeiro;1-4;A;2.0;1;4;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-04;BOTAFOGO;rio-de-janeiro;PORTUGUESA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-04;VOLTA REDONDA;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;3-2;H;2.0;3;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-05;MADUREIRA;rio-de-janeiro;FLAMENGO;rio-de-janeiro;1-5;A;2.0;1;5;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-06;MACAÉ;rio-de-janeiro;FLUMINENSE;rio-de-janeiro;0-4;A;2.0;0;4;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-10;MACAÉ;rio-de-janeiro;RESENDE;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-10;PORTUGUESA;rio-de-janeiro;BANGU;rio-de-janeiro;5-1;H;2.0;5;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-10;VOLTA REDONDA;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-11;MADUREIRA;rio-de-janeiro;BOAVISTA;rio-de-janeiro;0-0;D;2.0;0;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-11;FLUMINENSE;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;3-1;H;2.0;3;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-15;FLAMENGO;rio-de-janeiro;VASCO;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-17;MADUREIRA;rio-de-janeiro;MACAÉ;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-17;FLUMINENSE;rio-de-janeiro;BOTAFOGO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-17;PORTUGUESA;rio-de-janeiro;FLAMENGO;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-18;BANGU;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;1-1;D;2.0;1;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-18;NOVA IGUAÇU;rio-de-janeiro;RESENDE;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-18;BOAVISTA;rio-de-janeiro;VASCO;rio-de-janeiro;2-2;D;2.0;2;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-24;RESENDE;rio-de-janeiro;VASCO;rio-de-janeiro;1-3;A;2.0;1;3;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-24;FLAMENGO;rio-de-janeiro;VOLTA REDONDA;rio-de-janeiro;2-1;H;2.0;2;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-24;PORTUGUESA;rio-de-janeiro;BOAVISTA;rio-de-janeiro;4-2;H;2.0;4;2;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-25;FLUMINENSE;rio-de-janeiro;MADUREIRA;rio-de-janeiro;4-1;H;2.0;4;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-25;BANGU;rio-de-janeiro;NOVA IGUAÇU;rio-de-janeiro;0-1;A;2.0;0;1;rio_de_janeiro
rio-de-janeiro;1;2021;2021-04-25;BOTAFOGO;rio-de-janeiro;MACAÉ;rio-de-janeiro;4-0;H;2.0;4;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-05-01;MADUREIRA;rio-de-janeiro;VASCO;rio-de-janeiro;1-0;H;2.0;1;0;rio_de_janeiro
rio-de-janeiro;1;2021;2021-05-01;VOLTA REDONDA;rio-de-janeiro;FLAMENGO;rio-de-janeiro;0-3;A;2.0;0;3;rio_de_janeiro
