nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
Atlético Cajazeirense de Desportos;Paraíba;PB;Cajazeiras;-6.88004;-38.5577;1948-01-01T00:00:00Z;2503704
Atlético Clube Lagartense;Sergipe;SE;Lagarto;-10.9136;-37.6689;1992-01-01T00:00:00Z;2803500
Atlético Clube Paranavaí;Paraná;PR;Paranavaí;-23.0816;-52.4617;1946-03-14T00:00:00Z;4118402
Atlético Progresso Clube;Roraima;RR;Mucajaí;2.43998;-60.9096;1959-07-21T00:00:00Z;1400308
Atlético Rio Negro Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1971-04-26T00:00:00Z;1400100
Bragantino Clube do Pará;Pará;PA;Bragança;-1.06126;-46.7826;1975-01-01T00:00:00Z;1501709
Clube Atlético Monte Alegre;Espírito Santo;ES;Alegre;-20.758;-41.5382;1946-05-01T00:00:00Z;3200201
Clube Atlético Paulistinha;Bahia;BA;Central;-11.1376;-42.1116;1958-01-01T00:00:00Z;2907608
Clube Atlético Patrocinense;Minas Gerais;MG;Patrocínio;-18.9379;-46.9934;1954-03-19T00:00:00Z;3148103
Clube Atlético Paulista;Paraíba;PB;Paulista;-6.59138;-37.6185;1933-01-01T00:00:00Z;2510907
Clube Atlético Penapolense;São Paulo;SP;Penápolis;-21.4148;-50.0769;1944-01-01T00:00:00Z;3537305
Clube Atlético Pimentense;Rondônia;RO;Pimenta Bueno;-11.672;-61.198;1987-01-01T00:00:00Z;1100189
Clube Atlético Pirassununguense;São Paulo;SP;Pirassununga;-21.996;-47.4257;1907-01-01T00:00:00Z;3539301
Clube Atlético Portal;Minas Gerais;MG;Uberlândia;-18.9141;-48.2749;2010-01-01T00:00:00Z;3170206
Clube Atlético Taquaritinga;São Paulo;SP;Taquaritinga;-21.4049;-48.5103;1942-03-17T00:00:00Z;3553708
Clube Atlético Taboão da Serra;São Paulo;SP;Taboão da Serra;-23.6019;-46.7526;1985-01-01T00:00:00Z;3552809
Clube Atlético Votuporanguense;Paraíba;PB;Paulista;-6.59138;-37.6185;2009-01-01T00:00:00Z;2510907
Clube Esportivo Aimoré;Rio Grande do Sul;RS;São Leopoldo;-29.7545;-51.1498;1936-01-01T00:00:00Z;4318705
Clube Esportivo Lajeadense;Tocantins;TO;Lajeado;-9.74996;-48.3565;1911-01-01T00:00:00Z;1712009
Clube Esportivo Paysandu;Santa Catarina;SC;Brusque;-27.0977;-48.9107;1918-01-01T00:00:00Z;4202909
Clube Esportivo de Futebol;Minas Gerais;MG;Passos;-20.7193;-46.609;1929-08-30T00:00:00Z;3147907
Clube Esportivo Passense de Futebol e Cultura;Minas Gerais;MG;Passos;-20.7193;-46.609;2001-01-01T00:00:00Z;3147907
Clube Ferroviário do Recife;Pernambuco;PE;Recife;-8.04666;-34.8771;1928-03-17T00:00:00Z;2611606
Clube Atlético Campoverdense;Mato Grosso;MT;Campo Verde;-15.545;-55.1626;2005-01-01T00:00:00Z;5102678
Centro de Futebol Amazônia;Rondônia;RO;Porto Velho;-8.76077;-63.8999;2001-01-01T00:00:00Z;1100205
Clube de Regatas Flamengo (RO);Rondônia;RO;Porto Velho;-8.76077;-63.8999;1955-11-15T00:00:00Z;1100205
Coimbra Esporte Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;2006-01-01T00:00:00Z;3106200
Agremiação Sportiva Arapiraquense;Alagoas;AL;Arapiraca;-9.75487;-36.6615;1952-01-01T00:00:00Z;2700300
União São João Esporte Clube;São Paulo;SP;Araras;-22.3572;-47.3842;1981-01-01T00:00:00Z;3503307
Botafogo Futebol Clube;São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;1918-01-01T00:00:00Z;3543402
Associação Atlética Aparecidense;Goiás;GO;Aparecida de Goiânia;-16.8198;-49.2469;1985-01-01T00:00:00Z;5201405
Associação Cultural Esporte Clube Baraúnas;Rio Grande do Norte;RN;Mossoró;-5.18374;-37.3474;1960-01-01T00:00:00Z;2408003
Bauru Atlético Clube;São Paulo;SP;Bauru;-22.3246;-49.0871;1919-05-01T00:00:00Z;3506003
Associação Atlética Portuguesa;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1924-01-01T00:00:00Z;3304557
Americano Futebol Clube (Maranhão);Maranhão;MA;Bacabal;-4.22447;-44.7832;1978-01-01T00:00:00Z;2101202
América Futebol Clube;Santa Catarina;SC;Joinville;-26.3045;-48.8487;1914-01-01T00:00:00Z;4209102
América Futebol Clube (Acre);Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;1944-01-01T00:00:00Z;5107206
América Football Club (Ceará);Ceará;CE;Fortaleza;-3.71664;-38.5423;1920-01-01T00:00:00Z;2304400
América Futebol Clube (Vitória);Espírito Santo;ES;Vila Velha;-20.3417;-40.2875;1917-01-01T00:00:00Z;3205200
América Futebol Clube (São Paulo);São Paulo;SP;São José do Rio Preto;-20.8113;-49.3758;1946-01-28T00:00:00Z;3549805
Andirá Esporte Clube;Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;1964-01-01T00:00:00Z;5107206
Anápolis Futebol Clube;Goiás;GO;Anápolis;-16.3281;-48.953;1946-05-01T00:00:00Z;5201108
Associação Atlética Colatina;Espírito Santo;ES;Colatina;-19.5493;-40.6269;1978-01-01T00:00:00Z;3201506
Associação Atlética Francana;São Paulo;SP;Franca;-20.5352;-47.4039;1912-01-01T00:00:00Z;3516200
Associação Atlética Coruripe;Alagoas;AL;Coruripe;-10.1276;-36.1717;2003-01-01T00:00:00Z;2702306
Associação Atlética Iguaçu;Paraná;PR;União da Vitória;-26.2273;-51.0873;1971-08-15T00:00:00Z;4128203
Associação Atlética Luziânia;Goiás;GO;Luziânia;-16.253;-47.95;1995-01-01T00:00:00Z;5212501
Associação Atlética Tiradentes;Pará;PA;Belém;-1.4554;-48.4898;1973-01-01T00:00:00Z;1501402
Associação Atlética Rioverdense;Goiás;GO;Rio Verde;-17.7923;-50.9192;1985-01-01T00:00:00Z;5218805
Associação Atlética da Bahia;Bahia;BA;Salvador;-12.9718;-38.5011;1914-01-01T00:00:00Z;2927408
Associação Desportiva Guarany;Bahia;BA;Salvador;-12.9718;-38.5011;1920-01-12T00:00:00Z;2927408
Chapadinha Futebol Clube;Maranhão;MA;Chapadinha;-3.73875;-43.3538;1999-01-01T00:00:00Z;2103208
Clube Atlético Aliança;Bahia;BA;Santana;-12.9792;-44.0506;1973-01-01T00:00:00Z;2928208
Clube Atlético Carlos Renaux;Santa Catarina;SC;Brusque;-27.0977;-48.9107;1913-01-01T00:00:00Z;4202909
Clube Atlético Colatinense;Espírito Santo;ES;Colatina;-19.5493;-40.6269;2005-01-01T00:00:00Z;3201506
União Recreativo Social Olímpico;Bahia;BA;Mundo Novo;-11.8541;-40.4714;2000-01-01T00:00:00Z;2922102
Clube Atlético Paranaibense;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1986-09-07T00:00:00Z;2509370
Clube Atlético Tubarão;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;2005-01-01T00:00:00Z;4218707
Clube Esportivo Rio Branco;Rio de Janeiro;RJ;Campos dos Goytacazes;-21.7622;-41.3181;1912-01-01T00:00:00Z;3301009
Clube Esportivo Dom Bosco;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1925-01-01T00:00:00Z;5103403
Clube Internacional de Cricket;Bahia;BA;Salvador;-12.9718;-38.5011;1899-11-15T00:00:00Z;2927408
Clube Municipal Ananindeua;Pará;PA;Ananindeua;-1.36391;-48.3743;1978-01-01T00:00:00Z;1500800
Clube de Natação e Regatas São Salvador;Bahia;BA;Salvador;-12.9718;-38.5011;1902-01-01T00:00:00Z;2927408
Clube Náutico Marcílio Dias;Santa Catarina;SC;Itajaí;-26.9101;-48.6705;1919-01-01T00:00:00Z;4208203
Colo Colo de Futebol e Regatas;Bahia;BA;Ilhéus;-14.793;-39.046;1948-01-01T00:00:00Z;2913606
Comerciário Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;2003-01-01T00:00:00Z;2111300
Esporte Clube Macapá;Amapá;AP;Macapá;0.034934;-51.0694;1944-01-01T00:00:00Z;1600303
Esporte Clube Metropol;Santa Catarina;SC;Criciúma;-28.6723;-49.3729;1945-11-15T00:00:00Z;4204608
Esporte Clube Poções;Bahia;BA;Poções;-14.5234;-40.3634;1985-01-01T00:00:00Z;2925105
Esporte Clube Primeiro Passo Vitória da Conquista;Bahia;BA;Vitória da Conquista;-14.8615;-40.8442;2005-01-01T00:00:00Z;2933307
Esporte Clube Próspera;Santa Catarina;SC;Criciúma;-28.6723;-49.3729;1946-01-01T00:00:00Z;4204608
Esporte Clube Siderúrgica;Minas Gerais;MG;Sabará;-19.884;-43.8263;1930-05-31T00:00:00Z;3156700
Esporte Clube Águia Negra;Mato Grosso do Sul;MS;Rio Brilhante;-21.8033;-54.5427;1971-01-01T00:00:00Z;5007208
Esporte Clube Ypiranga;Bahia;BA;Salvador;-12.9718;-38.5011;1906-09-07T00:00:00Z;2927408
Estrela do Norte Futebol Clube;Espírito Santo;ES;Cachoeiro de Itapemirim;-20.8462;-41.1198;1916-01-01T00:00:00Z;3201209
Feirense Futebol Clube;Bahia;BA;Santo Antônio de Jesus;-12.9614;-39.2584;2007-01-01T00:00:00Z;2928703
Ferroviário Atlético Clube (Maceió);Alagoas;AL;Maceió;-9.66599;-35.735;1937-05-01T00:00:00Z;2704302
Ferroviário Esporte Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;1941-01-01T00:00:00Z;2111300
Sociedade Esportiva Matsubara;Paraná;PR;Cambará;-23.0423;-50.0753;1974-01-01T00:00:00Z;4103602
Football and Athletic Club;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1904-06-27T00:00:00Z;3304557
União Agrícola Barbarense Futebol Clube;São Paulo;SP;Santa Bárbara d'Oeste;-22.7553;-47.4143;1914-01-01T00:00:00Z;3545803
Rio Branco Sport Club;Paraná;PR;Paranaguá;-25.5161;-48.5225;1913-01-01T00:00:00Z;4118204
Sociedade Esportiva e Recreativa Juventude;Mato Grosso;MT;Primavera do Leste;-15.544;-54.2811;1982-01-01T00:00:00Z;5107040
Goiatuba Esporte Clube;Goiás;GO;Goiatuba;-18.0105;-49.3658;1970-01-01T00:00:00Z;5209101
Grêmio Atlético Sampaio (Acre);Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;;5107206
Libermorro Futebol Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;1947-12-07T00:00:00Z;1302603
Linhares Esporte Clube;Espírito Santo;ES;Linhares;-19.3946;-40.0643;1991-01-01T00:00:00Z;3203205
Linhares Futebol Clube;Espírito Santo;ES;Linhares;-19.3946;-40.0643;2001-01-01T00:00:00Z;3203205
Sport Club Maguari;Ceará;CE;Fortaleza;-3.71664;-38.5423;1924-06-24T00:00:00Z;2304400
Esporte Clube XV de Novembro;São Paulo;SP;Jaú;-22.2936;-48.5592;1924-01-01T00:00:00Z;3525300
Associação Desportiva Bahia de Feira;Bahia;BA;Feira de Santana;-12.2664;-38.9663;1937-01-01T00:00:00Z;2910800
Audax São Paulo Esporte Clube;São Paulo;SP;Osasco;-23.5324;-46.7916;1985-01-01T00:00:00Z;3534401
Manaos Athletic Club;Amazonas;AM;Manaus;-3.11866;-60.0212;1913-01-01T00:00:00Z;1302603
Maracaju Atlético Clube;Mato Grosso do Sul;MS;Maracaju;-21.6105;-55.1678;1986-10-12T00:00:00Z;5005400
Maranguape Futebol Clube;Ceará;CE;Maranguape;-3.89143;-38.6829;1997-01-01T00:00:00Z;2307700
Maranhão Atlético Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;1932-09-24T00:00:00Z;2111300
União Esportiva Portuguesa;Amazonas;AM;Manaus;-3.11866;-60.0212;;1302603
União Sportiva;Pará;PA;Belém;-1.4554;-48.4898;1906-01-01T00:00:00Z;1501402
União Marambaia e Juventude Esporte Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;2005-01-01T00:00:00Z;2602308
União Esporte Clube;Mato Grosso;MT;Rondonópolis;-16.4673;-54.6372;1973-01-01T00:00:00Z;5107602
Vilavelhense Futebol Clube;Espírito Santo;ES;Vila Velha;-20.3417;-40.2875;2003-01-01T00:00:00Z;3205200
Vênus Atlético Clube;Pará;PA;Abaetetuba;-1.72183;-48.8788;1949-01-01T00:00:00Z;1500107
Ypiranga Clube;Amapá;AP;Macapá;0.034934;-51.0694;1963-01-01T00:00:00Z;1600303
Atlético Monte Azul;São Paulo;SP;Monte Azul Paulista;-20.9065;-48.6387;1920-01-01T00:00:00Z;3531506
Esporte Clube Avenida;Rio Grande do Sul;RS;Santa Cruz do Sul;-29.722;-52.4343;1944-01-06T00:00:00Z;4316808
Esporte Clube Campo Grande;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1993-01-01T00:00:00Z;2701506
Esporte Clube Comercial (Paraná);Paraná;PR;Cornélio Procópio;-23.1829;-50.6498;1943-03-14T00:00:00Z;4106407
Esporte Clube Corinthians;São Paulo;SP;Presidente Prudente;-22.1207;-51.3925;1945-02-08T00:00:00Z;3541406
Esporte Clube Igrejinha;Rio Grande do Sul;RS;Igrejinha;-29.5693;-50.7919;1930-04-26T00:00:00Z;4310108
Esporte Clube Itaúna;Rio Grande do Norte;RN;Itaú;-5.8363;-37.9912;1929-09-29T00:00:00Z;2404903
Esporte Clube Jacuipense;Bahia;BA;Riachão do Jacuípe;-11.8067;-39.3818;1965-04-21T00:00:00Z;2926301
Esporte Clube Guarani;Minas Gerais;MG;Guarani;-21.3563;-43.0328;1929-09-02T00:00:00Z;3128402
Esporte Clube Mamoré;Minas Gerais;MG;Patos de Minas;-18.5699;-46.5013;1949-06-13T00:00:00Z;3148004
Esporte Clube Nacional;Ceará;CE;Cruz;-2.91813;-40.176;1941-03-17T00:00:00Z;2304251
Esporte Clube Milan;São Paulo;SP;Castilho;-20.8689;-51.4884;1989-01-01T00:00:00Z;3511003
Esporte Clube Nova Cidade;Rio de Janeiro;RJ;Nilópolis;-22.8057;-43.4233;1939-11-10T00:00:00Z;3303203
Esporte Clube Osasco;São Paulo;SP;Osasco;-23.5324;-46.7916;1984-01-01T00:00:00Z;3534401
Esporte Clube Paraguaçuense;São Paulo;SP;Paraguaçu Paulista;-22.4114;-50.5732;1965-11-28T00:00:00Z;3535507
Esporte Clube Propriá;Sergipe;SE;Propriá;-10.2138;-36.8442;1913-01-01T00:00:00Z;2805703
Esporte Clube Rio Verde;Goiás;GO;Rio Verde;-17.7923;-50.9192;1963-08-22T00:00:00Z;5218805
Esporte Clube Primavera;São Paulo;SP;Indaiatuba;-23.0816;-47.2101;1927-01-27T00:00:00Z;3520509
Esporte Clube São João da Barra;Bahia;BA;Barra;-11.0859;-43.1459;2009-01-01T00:00:00Z;2902708
Esporte Clube São Luiz;Rio Grande do Sul;RS;Ijuí;-28.388;-53.92;1938-01-01T00:00:00Z;4310207
Esporte Clube Taubaté;São Paulo;SP;Taubaté;-23.0104;-45.5593;1914-01-01T00:00:00Z;3554102
Esporte Clube Tupy;Espírito Santo;ES;Vila Velha;-20.3417;-40.2875;1938-01-01T00:00:00Z;3205200
Canoas Futebol Clube;Rio Grande do Sul;RS;Canoas;-29.9128;-51.1857;1957-04-04T00:00:00Z;4304606
Capivariano Futebol Clube;São Paulo;SP;Capivari;-22.9951;-47.5071;1918-01-01T00:00:00Z;3510401
Cardoso Moreira Futebol Clube;São Paulo;SP;Cardoso;-20.08;-49.9183;1935-01-01T00:00:00Z;3510708
Cascavel Clube Recreativo;Paraná;PR;Cascavel;-24.9573;-53.459;2001-01-01T00:00:00Z;4104808
Cascavel Esporte Clube;Paraná;PR;Cascavel;-24.9573;-53.459;1979-12-19T00:00:00Z;4104808
Casimiro de Abreu Esporte Clube;Rio de Janeiro;RJ;Casimiro de Abreu;-22.4812;-42.2066;1975-01-01T00:00:00Z;3301306
Castanhal Esporte Clube;Pará;PA;Castanhal;-1.29797;-47.9167;1924-01-01T00:00:00Z;1502400
Castelo Futebol Clube;Espírito Santo;ES;Castelo;-20.6033;-41.2031;1939-01-01T00:00:00Z;3201407
Caucaia Esporte Clube;Ceará;CE;Caucaia;-3.72797;-38.6619;2001-01-01T00:00:00Z;2303709
Centro Esportivo Olhodagüense;Alagoas;AL;Olho d'Água das Flores;-9.53686;-37.2971;1953-12-02T00:00:00Z;2705705
Centro Limoeirense de Futebol;Pernambuco;PE;Limoeiro;-7.8726;-35.4402;1913-01-01T00:00:00Z;2608909
Centro Sportivo Maruinense;Sergipe;SE;Maruim;-10.7308;-37.0856;1917-01-01T00:00:00Z;2804003
Centro Sportivo Paraibano;Paraíba;PB;João Pessoa;-7.11509;-34.8641;1996-01-01T00:00:00Z;2507507
Centro de Desenvolvimento Comunitário Manicoré;Amazonas;AM;Manaus;-3.11866;-60.0212;2007-05-30T00:00:00Z;1302603
Roma Esporte Apucarana;Paraná;PR;Apucarana;-23.55;-51.4635;2000-01-01T00:00:00Z;4101408
Elosport Capão Bonito;Pernambuco;PE;Bonito;-8.47163;-35.7292;1993-01-01T00:00:00Z;2602308
Fabril Esporte Clube;Minas Gerais;MG;Lavras;-21.248;-45.0009;1932-09-02T00:00:00Z;3138203
Porto Alegre Futebol Clube;Espírito Santo;ES;Alegre;-20.758;-41.5382;2003-01-01T00:00:00Z;3200201
Independente Futebol Clube;São Paulo;SP;Limeira;-22.566;-47.397;1944-01-19T00:00:00Z;3526902
Compensão Esporte Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;2009-01-01T00:00:00Z;1302603
Maracanã Esporte Clube;Ceará;CE;Maracanaú;-3.86699;-38.6259;2005-01-01T00:00:00Z;2307650
Marília Futebol Clube;Maranhão;MA;Imperatriz;-5.51847;-47.4777;1984-01-01T00:00:00Z;2105302
Mesquita Futebol Clube;Rio de Janeiro;RJ;Mesquita;-22.8028;-43.4601;1920-01-01T00:00:00Z;3302858
Esporte Clube Uruguaiana;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;1912-01-01T00:00:00Z;4315602
Esporte Clube Viana;Espírito Santo;ES;Viana;-20.3825;-40.4933;1995-01-01T00:00:00Z;3205101
Esporte Clube XV de Novembro (Caraguatatuba);São Paulo;SP;Caraguatatuba;-23.6125;-45.4125;1934-02-18T00:00:00Z;3510500
Esporte Clube de Patos;Paraíba;PB;Patos;-7.01743;-37.2747;1953-07-07T00:00:00Z;2510808
Espírito Santo Futebol Clube;Espírito Santo;ES;Vitória;-20.3155;-40.3128;2007-01-01T00:00:00Z;3205309
Estanciano Esporte Clube;Sergipe;SE;Estância;-11.2659;-37.4484;1956-06-14T00:00:00Z;2802106
Fernandópolis Futebol Clube;São Paulo;SP;Fernandópolis;-20.2806;-50.2471;1961-11-15T00:00:00Z;3515509
Ferroviário Atlético Clube;Rondônia;RO;Porto Velho;-8.76077;-63.8999;1943-07-10T00:00:00Z;1100205
Ferroviário Esporte Clube (Serra Talhada);Pernambuco;PE;Serra Talhada;-7.98178;-38.289;1979-09-15T00:00:00Z;2613909
Flamengo Esporte Clube de Arcoverde;Pernambuco;PE;Arcoverde;-8.41519;-37.0577;1959-05-01T00:00:00Z;2601201
Fonseca Atlético Clube;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;1917-01-01T00:00:00Z;3303302
Formiga Esporte Clube;Minas Gerais;MG;Formiga;-20.4618;-45.4268;1929-05-07T00:00:00Z;3126109
Grêmio de Esportes Maringá;Paraná;PR;Maringá;-23.4205;-51.9333;1961-01-01T00:00:00Z;4115200
Francisco Beltrão Futebol Clube;Paraná;PR;Francisco Beltrão;-26.0817;-53.0535;1993-01-01T00:00:00Z;4108403
Futebol Clube Cascavel;Paraná;PR;Cascavel;-24.9573;-53.459;2008-01-01T00:00:00Z;4104808
Futebol Clube Primeira Camisa;Santa Catarina;SC;São José;-27.6136;-48.6366;2007-03-03T00:00:00Z;4216602
Futebol Clube Santa Cruz;Rio Grande do Sul;RS;Santa Cruz do Sul;-29.722;-52.4343;1913-01-01T00:00:00Z;4316808
Futebol Clube do Porto (Porto União);Santa Catarina;SC;Porto União;-26.2451;-51.0759;1897-01-01T00:00:00Z;4213609
Fénix 2005 Futebol Clube;Rio de Janeiro;RJ;Barra Mansa;-22.5481;-44.1752;2005-01-01T00:00:00Z;3300407
Gavião Kyikatejê Futebol Clube;Pará;PA;Bom Jesus do Tocantins;-5.0424;-48.6047;2009-01-01T00:00:00Z;1501576
Instituto de Administração de Projetos Educacionais Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;2008-01-01T00:00:00Z;2111300
Internacional Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1912-01-01T00:00:00Z;4106902
Interporto Futebol Clube;Tocantins;TO;Porto Nacional;-10.7027;-48.408;1990-01-01T00:00:00Z;1718204
Itacuruba Sport Club;Pernambuco;PE;Itacuruba;-8.82231;-38.6975;1987-01-01T00:00:00Z;2607406
Ivinhema Futebol Clube;Mato Grosso do Sul;MS;Ivinhema;-22.3046;-53.8184;2006-01-01T00:00:00Z;5004700
Jabaquara Atlético Clube;São Paulo;SP;Santos;-23.9535;-46.335;1914-11-15T00:00:00Z;3548500
Jaboticabal Atlético;São Paulo;SP;Jaboticabal;-21.252;-48.3252;1911-01-01T00:00:00Z;3524303
Jacareí Atlético Clube;São Paulo;SP;Jacareí;-23.2983;-45.9658;1980-01-01T00:00:00Z;3524402
Paraná Soccer Technical Center;Paraná;PR;Cornélio Procópio;-23.1829;-50.6498;1994-01-01T00:00:00Z;4106407
Jacutinga Atlético Clube;Rio Grande do Sul;RS;Jacutinga;-27.7291;-52.5372;2005-01-01T00:00:00Z;4310900
Miramar Esporte Clube;Paraíba;PB;Cabedelo;-6.98731;-34.8284;1928-03-28T00:00:00Z;2503209
Morrinhos Futebol Clube;Goiás;GO;Goiás;-15.9333;-50.14;1982-01-01T00:00:00Z;5208905
Moto Esporte Clube;Rondônia;RO;Porto Velho;-8.76077;-63.8999;1952-05-13T00:00:00Z;1100205
Nacional Atlético Clube (Cabedelo);Paraíba;PB;Cabedelo;-6.98731;-34.8284;1973-01-01T00:00:00Z;2503209
Nacional Atlético Clube (Muriaé);Minas Gerais;MG;Muriaé;-21.13;-42.3693;1927-12-25T00:00:00Z;3143906
Nacional Atlético Clube;Paraíba;PB;Patos;-7.01743;-37.2747;1961-01-01T00:00:00Z;2510808
Nacional Atlético Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1919-01-01T00:00:00Z;3550308
Nacional Futebol Clube (Uberaba);Minas Gerais;MG;Uberaba;-19.7472;-47.9381;1944-08-01T00:00:00Z;3170107
Esporte Clube Água Santa;São Paulo;SP;Diadema;-23.6813;-46.6205;1981-01-01T00:00:00Z;3513801
Junior Team Futebol;Paraná;PR;Londrina;-23.304;-51.1691;2001-01-01T00:00:00Z;4113700
Juventus Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2006-01-01T00:00:00Z;3304557
Nova Xavantina Esporte Clube;Mato Grosso;MT;Nova Xavantina;-14.6771;-52.3502;1986-03-20T00:00:00Z;5106257
Novo Horizonte Futebol Clube;Goiás;GO;Ipameri;-17.7215;-48.1581;1968-02-27T00:00:00Z;5210109
Náutico Futebol Clube;Roraima;RR;Caracaraí;1.82766;-61.1304;1962-01-01T00:00:00Z;1400209
Olé Brasil Futebol Clube;São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;2006-01-01T00:00:00Z;3543402
Olímpico Esporte Clube;Sergipe;SE;Itabaianinha;-11.2693;-37.7875;1958-08-18T00:00:00Z;2803005
Operário Atlético Clube;São Paulo;SP;Dourado;-22.1044;-48.3178;1952-05-03T00:00:00Z;3514304
Operário Esporte Clube;Amazonas;AM;Manacapuru;-3.29066;-60.6216;1982-01-01T00:00:00Z;1302504
Osvaldo Cruz Futebol Clube;Ceará;CE;Cruz;-2.91813;-40.176;2004-02-17T00:00:00Z;2304251
Palestra de São Bernardo;Maranhão;MA;São Bernardo;-3.37223;-42.4191;1935-09-01T00:00:00Z;2110609
Palmeira Futebol Clube da Una;Rio Grande do Norte;RN;Goianinha;-6.26486;-35.1943;1959-06-23T00:00:00Z;2404200
Palmeiras Nordeste Futebol Ltda.;Bahia;BA;Feira de Santana;-12.2664;-38.9663;2000-01-01T00:00:00Z;2910800
Parauapebas Futebol Clube;Pará;PA;Parauapebas;-6.06781;-49.9037;1989-01-01T00:00:00Z;1505536
Parnahyba Sport Club;Piauí;PI;Parnaíba;-2.90585;-41.7754;1913-01-01T00:00:00Z;2207702
Pato Branco Esporte Clube;Rio Grande do Norte;RN;Paraná;-6.47565;-38.3057;1979-11-05T00:00:00Z;2408607
Paula Ramos Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;1937-12-15T00:00:00Z;2303600
Sociedade Esportiva Patrocinense;Minas Gerais;MG;Patrocínio;-18.9379;-46.9934;2010-01-01T00:00:00Z;3148103
Petrolina Social Futebol Clube;Pernambuco;PE;Petrolina;-9.38866;-40.5027;1998-01-01T00:00:00Z;2611101
Piauí Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1948-08-15T00:00:00Z;2211001
Planaltina Esporte Clube;Goiás;GO;Planaltina;-15.452;-47.6089;1963-05-30T00:00:00Z;5217609
Auritânia Foz do Iguaçu Futebol Clube;Paraná;PR;Foz do Iguaçu;-25.5427;-54.5827;1996-01-01T00:00:00Z;4108304
Tocantinópolis Esporte Clube;Tocantins;TO;Tocantinópolis;-6.32447;-47.4224;1989-01-01T00:00:00Z;1721208
Toledo Colônia Work;Minas Gerais;MG;Toledo;-22.7421;-46.3728;2004-02-10T00:00:00Z;3169109
Tomazinho Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1930-01-02T00:00:00Z;3304557
Torre Sport Club;São Paulo;SP;Guararapes;-21.2544;-50.6453;1915-01-01T00:00:00Z;3518206
Três Passos Atlético Clube;Rio Grande do Sul;RS;Três Passos;-27.4555;-53.9296;1966-02-09T00:00:00Z;4321907
Tubarão Futebol Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;1992-01-01T00:00:00Z;4218707
Tupy Futebol Clube;Rio Grande do Sul;RS;Crissiumal;-27.4999;-54.0994;1949-01-01T00:00:00Z;4306007
Tupynambás Futebol Clube;Minas Gerais;MG;Juiz de Fora;-21.7595;-43.3398;1911-01-01T00:00:00Z;3136702
Tupã Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;1936-02-08T00:00:00Z;2510907
Goianésia Esporte Clube;Goiás;GO;Goianésia;-15.3118;-49.1162;1955-03-28T00:00:00Z;5208608
Grande Rio Bréscia Clube;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;1982-01-01T00:00:00Z;3302502
Grapiúna Atlético Clube;Bahia;BA;Itabuna;-14.7876;-39.2781;1998-01-01T00:00:00Z;2914802
Grêmio Atlético Sampaio;Roraima;RR;Boa Vista;2.82384;-60.6753;1965-01-01T00:00:00Z;1400100
Grêmio Catanduvense de Futebol;São Paulo;SP;Catanduva;-21.1314;-48.977;1999-01-01T00:00:00Z;3511102
Grêmio Atlético Farroupilha;Rio Grande do Sul;RS;Pelotas;-31.7649;-52.3371;1926-04-26T00:00:00Z;4314407
Grêmio Esportivo Glória;Rio Grande do Sul;RS;Vacaria;-28.5079;-50.9418;1956-11-15T00:00:00Z;4322509
Grêmio Esportivo Catanduvense;São Paulo;SP;Catanduva;-21.1314;-48.977;1970-01-01T00:00:00Z;3511102
Grêmio Esportivo Mauaense;São Paulo;SP;Mauá;-23.6677;-46.4613;1981-01-01T00:00:00Z;3529401
Grêmio Esportivo Osasco;São Paulo;SP;Osasco;-23.5324;-46.7916;2007-01-01T00:00:00Z;3534401
