estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
regional;0;2025;2025-01-22;CEILÂNDIA;regional;CAPITAL CF;regional;1-1(0-3 Pen.);D;1.0;1;1;regional
regional;0;2025;2025-01-22;GAZIN PORTO VELHO;regional;HUMAITÁ;regional;3-2;H;1.0;3;2;regional
regional;0;2025;2025-01-22;TOCANTINÓPOLIS;regional;GAS;regional;2-1;H;1.0;2;1;regional
regional;0;2025;2025-01-22;VITÓRIA;regional;RIO BRANCO;regional;1-2;A;1.0;1;2;regional
regional;0;2025;2025-01-22;ÁGUIA;regional;INDEPENDÊNCIA;regional;1-1(3-1 Pen.);D;1.0;1;1;regional
regional;0;2025;2025-01-22;UNIÃO RONDONÓPOLIS;regional;UNIÃO ATLÉTICO;regional;3-0;H;1.0;3;0;regional
regional;0;2025;2025-01-22;SÃO RAIMUNDO;regional;TREM;regional;4-1;H;1.0;4;1;regional
regional;0;2025;2025-01-22;OPERÁRIO;regional;LUVERDENSE;regional;0-1;A;1.0;0;1;regional
regional;0;2025;2025-02-04;APARECIDENSE;regional;UNIÃO RONDONÓPOLIS;regional;2-3;A;1.0;2;3;regional
regional;0;2025;2025-02-04;VILA NOVA;regional;LUVERDENSE;regional;1-1(9-8 Pen.);D;1.0;1;1;regional
regional;0;2025;2025-02-05;PAYSANDU;regional;GAZIN PORTO VELHO;regional;1-1(5-4 Pen.);D;1.0;1;1;regional
regional;0;2025;2025-02-05;AMAZONAS;regional;TOCANTINÓPOLIS;regional;5-1;H;1.0;5;1;regional
regional;0;2025;2025-02-06;BRASILIENSE;regional;CAPITAL CF;regional;0-0(5-3 Pen.);D;1.0;0;0;regional
regional;0;2025;2025-02-06;GOIÁS;regional;RIO BRANCO;regional;6-0;H;1.0;6;0;regional
regional;0;2025;2025-02-06;REMO;regional;SÃO RAIMUNDO;regional;1-1(3-4 Pen.);D;1.0;1;1;regional
regional;0;2025;2025-02-06;MANAUS;regional;ÁGUIA;regional;3-2;H;1.0;3;2;regional
regional;0;2025;2025-02-12;UNIÃO RONDONÓPOLIS;regional;GOIÁS;regional;0-2;A;1.0;0;2;regional
regional;0;2025;2025-02-12;SÃO RAIMUNDO;regional;AMAZONAS;regional;2-0;H;1.0;2;0;regional
regional;0;2025;2025-02-13;PAYSANDU;regional;MANAUS;regional;0-0;D;1.0;0;0;regional
regional;0;2025;2025-02-13;BRASILIENSE;regional;VILA NOVA;regional;1-1;D;1.0;1;1;regional
regional;0;2025;2025-02-19;VILA NOVA;regional;BRASILIENSE;regional;1-3;A;1.0;1;3;regional
regional;0;2025;2025-02-26;GOIÁS;regional;UNIÃO RONDONÓPOLIS;regional;3-0;H;1.0;3;0;regional
regional;0;2025;2025-02-26;MANAUS;regional;PAYSANDU;regional;1-4;A;1.0;1;4;regional
regional;0;2025;2025-02-27;AMAZONAS;regional;SÃO RAIMUNDO;regional;0-0;D;1.0;0;0;regional
regional;0;2025;2025-03-12;BRASILIENSE;regional;GOIÁS;regional;3-3;D;1.0;3;3;regional
regional;0;2025;2025-03-12;SÃO RAIMUNDO;regional;PAYSANDU;regional;2-2;D;1.0;2;2;regional
regional;0;2025;2025-03-19;GOIÁS;regional;BRASILIENSE;regional;0-0(5-4 Pen.);D;1.0;0;0;regional
regional;0;2025;2025-03-19;PAYSANDU;regional;SÃO RAIMUNDO;regional;3-0;H;1.0;3;0;regional
regional;0;2025;2025-04-09;PAYSANDU;regional;GOIÁS;regional;0-0;D;1.0;0;0;regional
regional;0;2025;2025-04-23;GOIÁS;regional;PAYSANDU;regional;1-1(4-5 Pen.);D;1.0;1;1;regional
regional;0;2024;2024-02-22;HUMAITÁ;regional;TREM;regional;1-1(2-4 Pen.);D;1.0;1;1;regional
regional;0;2024;2024-02-28;CEILÂNDIA;regional;REAL BRASÍLIA;regional;0-0(4-3 Pen.);D;1.0;0;0;regional
regional;0;2024;2024-02-28;GAZIN PORTO VELHO;regional;ANÁPOLIS;regional;1-1(5-3 Pen.);D;1.0;1;1;regional
regional;0;2024;2024-02-28;REAL NOROESTE;regional;RIO BRANCO;regional;1-2;A;1.0;1;2;regional
regional;0;2024;2024-02-28;ÁGUIA;regional;RIO BRANCO;regional;0-2;A;1.0;0;2;regional
regional;0;2024;2024-02-28;TOCANTINÓPOLIS;regional;MANAUARA;regional;2-1;H;1.0;2;1;regional
regional;0;2024;2024-02-28;UNIÃO RONDONÓPOLIS;regional;COSTA RICA;regional;4-0;H;1.0;4;0;regional
regional;0;2024;2024-02-29;SÃO RAIMUNDO;regional;CAPITAL;regional;3-3(4-4 Pen.);D;1.0;3;3;regional
regional;0;2024;2024-03-05;MANAUS;regional;TOCANTINÓPOLIS;regional;3-2;H;1.0;3;2;regional
regional;0;2024;2024-03-06;GOIÁS;regional;UNIÃO RONDONÓPOLIS;regional;2-0;H;1.0;2;0;regional
regional;0;2024;2024-03-06;PAYSANDU;regional;RIO BRANCO;regional;3-0;H;1.0;3;0;regional
regional;0;2024;2024-03-06;CUIABÁ;regional;GAZIN PORTO VELHO;regional;5-0;H;1.0;5;0;regional
regional;0;2024;2024-03-06;AMAZONAS;regional;CAPITAL;regional;4-1;H;1.0;4;1;regional
regional;0;2024;2024-03-07;REMO;regional;TREM;regional;3-1;H;1.0;3;1;regional
regional;0;2024;2024-03-07;BRASILIENSE;regional;CEILÂNDIA;regional;0-0;D;1.0;0;0;regional
regional;0;2024;2024-03-12;VILA NOVA;regional;RIO BRANCO;regional;1-0;H;1.0;1;0;regional
regional;0;2024;2024-03-20;REMO;regional;AMAZONAS;regional;2-1;H;1.0;2;1;regional
regional;0;2024;2024-03-20;VILA NOVA;regional;GOIÁS;regional;1-0;H;1.0;1;0;regional
regional;0;2024;2024-03-20;BRASILIENSE;regional;CUIABÁ;regional;1-4;A;1.0;1;4;regional
regional;0;2024;2024-03-21;MANAUS;regional;PAYSANDU;regional;1-0;H;1.0;1;0;regional
regional;0;2024;2024-03-23;AMAZONAS;regional;REMO;regional;2-2;D;1.0;2;2;regional
regional;0;2024;2024-03-24;PAYSANDU;regional;MANAUS;regional;4-1;H;1.0;4;1;regional
regional;0;2024;2024-03-24;GOIÁS;regional;VILA NOVA;regional;1-1;D;1.0;1;1;regional
regional;0;2024;2024-03-27;CUIABÁ;regional;BRASILIENSE;regional;4-1;H;1.0;4;1;regional
regional;0;2024;2024-04-03;PAYSANDU;regional;REMO;regional;0-0;D;1.0;0;0;regional
regional;0;2024;2024-04-10;REMO;regional;PAYSANDU;regional;1-1(3-4 Pen.);D;1.0;1;1;regional
regional;0;2024;2024-04-17;VILA NOVA;regional;CUIABÁ;regional;2-0;H;1.0;2;0;regional
regional;0;2024;2024-05-11;CUIABÁ;regional;VILA NOVA;regional;4-2(2-4 Pen.);H;1.0;4;2;regional
regional;0;2024;2024-05-22;PAYSANDU;regional;VILA NOVA;regional;6-0;H;1.0;6;0;regional
regional;0;2024;2024-05-29;VILA NOVA;regional;PAYSANDU;regional;0-4;A;1.0;0;4;regional
regional;0;2023;2023-02-17;ATLÉTICO;regional;SÃO FRANCISCO;regional;3-6;A;1.0;3;6;regional
regional;0;2023;2023-02-18;CEILÂNDIA;regional;RIO BRANCO;regional;1-0;H;1.0;1;0;regional
regional;0;2023;2023-02-18;TOCANTINÓPOLIS;regional;OPERÁRIO;regional;1-1;D;1.0;1;1;regional
regional;0;2023;2023-02-18;LUVERDENSE;regional;INTERPORTO;regional;2-1;H;1.0;2;1;regional
regional;0;2023;2023-02-18;HUMAITÁ;regional;TREM;regional;2-0;H;1.0;2;0;regional
regional;0;2023;2023-02-19;CASTANHAL;regional;REAL ARIQUEMES;regional;2-3;A;1.0;2;3;regional
regional;0;2023;2023-02-19;UNIÃO RONDONÓPOLIS;regional;REAL NOROESTE;regional;1-0;H;1.0;1;0;regional
regional;0;2023;2023-02-19;RIO BRANCO;regional;PRINCESA;regional;0-1;A;1.0;0;1;regional
regional;0;2023;2023-02-22;PAYSANDU;regional;REAL ARIQUEMES;regional;3-0;H;1.0;3;0;regional
regional;0;2023;2023-02-22;GOIÁS;regional;UNIÃO RONDONÓPOLIS;regional;3-0;H;1.0;3;0;regional
regional;0;2023;2023-02-22;MANAUS;regional;PRINCESA;regional;0-2;A;1.0;0;2;regional
regional;0;2023;2023-02-22;BRASILIENSE;regional;TOCANTINÓPOLIS;regional;4-2;H;1.0;4;2;regional
regional;0;2023;2023-02-23;VILA NOVA;regional;LUVERDENSE;regional;0-0(4-3 Pen.);D;1.0;0;0;regional
regional;0;2023;2023-03-01;REMO;regional;HUMAITÁ;regional;4-1;H;1.0;4;1;regional
regional;0;2023;2023-03-01;SÃO RAIMUNDO;regional;SÃO FRANCISCO;regional;6-0;H;1.0;6;0;regional
regional;0;2023;2023-03-01;CUIABÁ;regional;CEILÂNDIA;regional;3-0;H;1.0;3;0;regional
regional;0;2023;2023-03-08;BRASILIENSE;regional;GOIÁS;regional;0-0;D;1.0;0;0;regional
regional;0;2023;2023-03-08;PRINCESA;regional;PAYSANDU;regional;0-0;D;1.0;0;0;regional
regional;0;2023;2023-03-15;VILA NOVA;regional;CUIABÁ;regional;0-2;A;1.0;0;2;regional
regional;0;2023;2023-03-15;SÃO RAIMUNDO;regional;REMO;regional;1-0;H;1.0;1;0;regional
regional;0;2023;2023-03-22;REMO;regional;SÃO RAIMUNDO;regional;3-0;H;1.0;3;0;regional
regional;0;2023;2023-03-22;CUIABÁ;regional;VILA NOVA;regional;1-1;D;1.0;1;1;regional
regional;0;2023;2023-03-23;GOIÁS;regional;BRASILIENSE;regional;1-0;H;1.0;1;0;regional
regional;0;2023;2023-03-23;PAYSANDU;regional;PRINCESA;regional;0-0(5-3 Pen.);D;1.0;0;0;regional
regional;0;2023;2023-03-26;PAYSANDU;regional;REMO;regional;0-1;A;1.0;0;1;regional
regional;0;2023;2023-03-26;CUIABÁ;regional;GOIÁS;regional;1-0;H;1.0;1;0;regional
regional;0;2023;2023-03-29;GOIÁS;regional;CUIABÁ;regional;2-0;H;1.0;2;0;regional
regional;0;2023;2023-03-29;REMO;regional;PAYSANDU;regional;1-2(2-4 Pen.);A;1.0;1;2;regional
regional;0;2023;2023-05-17;PAYSANDU;regional;GOIÁS;regional;0-2;A;1.0;0;2;regional
regional;0;2023;2023-05-31;GOIÁS;regional;PAYSANDU;regional;2-1;H;1.0;2;1;regional
regional;0;2022;2022-10-25;HUMAITÁ;regional;NÁUTICO;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-10-27;GOIÁS;regional;REAL NOROESTE;regional;2-2(4-5 Pen.);D;1.0;2;2;regional
regional;0;2022;2022-10-28;SÃO RAIMUNDO;regional;SÃO RAIMUNDO;regional;1-2;A;1.0;1;2;regional
regional;0;2022;2022-10-28;VILA NOVA;regional;CEOV OPERÁRIO;regional;2-1;H;1.0;2;1;regional
regional;0;2022;2022-10-28;RIO BRANCO;regional;TUNA LUSO;regional;1-1(Pro.);D;1.0;1;1;regional
regional;0;2022;2022-10-29;REAL ARIQUEMES;regional;TOCANTINÓPOLIS;regional;0-4;A;1.0;0;4;regional
regional;0;2022;2022-10-29;CUIABÁ;regional;COSTA RICA;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-10-29;PAYSANDU;regional;HUMAITÁ;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-10-30;LUVERDENSE;regional;BRASILIENSE;regional;0-1;A;1.0;0;1;regional
regional;0;2022;2022-11-01;VILA NOVA;regional;REAL NOROESTE;regional;0-0(3-2 Pen.);D;1.0;0;0;regional
regional;0;2022;2022-11-01;PAYSANDU;regional;TOCANTINÓPOLIS;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-11-02;TUNA LUSO;regional;SÃO RAIMUNDO;regional;0-3;A;1.0;0;3;regional
regional;0;2022;2022-11-02;CUIABÁ;regional;BRASILIENSE;regional;0-3;A;1.0;0;3;regional
regional;0;2022;2022-11-08;SÃO RAIMUNDO;regional;PAYSANDU;regional;2-2;D;1.0;2;2;regional
regional;0;2022;2022-11-09;BRASILIENSE;regional;VILA NOVA;regional;1-1;D;1.0;1;1;regional
regional;0;2022;2022-11-12;VILA NOVA;regional;BRASILIENSE;regional;2-1;H;1.0;2;1;regional
regional;0;2022;2022-11-12;PAYSANDU;regional;SÃO RAIMUNDO;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-11-15;PAYSANDU;regional;VILA NOVA;regional;0-0;D;1.0;0;0;regional
regional;0;2022;2022-11-19;VILA NOVA;regional;PAYSANDU;regional;1-1(3-4 Pen.);D;1.0;1;1;regional
regional;0;2021;2021-10-13;SINOP;regional;PORTO VELHO ESPORTE CLUBE;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-10-13;FAST CLUBE;regional;CASTANHAL;regional;0-2;A;1.0;0;2;regional
regional;0;2021;2021-10-13;ÁGUIA NEGRA;regional;NOVA MUTUM;regional;1-3;A;1.0;1;3;regional
regional;0;2021;2021-10-13;BRASILIENSE;regional;RIO BRANCO;regional;0-0(5-3 Pen.);D;1.0;0;0;regional
regional;0;2021;2021-10-13;REAL ARIQUEMES;regional;PENAROL;regional;0-2;A;1.0;0;2;regional
regional;0;2021;2021-10-13;GALVEZ;regional;YPIRANGA;regional;1-1(4-1 Pen.);D;1.0;1;1;regional
regional;0;2021;2021-10-14;GAMA;regional;AQUIDAUANENSE;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-10-14;INTERPORTO;regional;RIO BRANCO DE VENDA NOVA;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-10-19;REMO;regional;GALVEZ;regional;9-0;H;1.0;9;0;regional
regional;0;2021;2021-10-20;MANAUS;regional;PORTO VELHO ESPORTE CLUBE;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-10-20;SÃO RAIMUNDO;regional;CASTANHAL;regional;1-2;A;1.0;1;2;regional
regional;0;2021;2021-10-20;RIO BRANCO;regional;NOVA MUTUM;regional;1-4;A;1.0;1;4;regional
regional;0;2021;2021-10-20;PAYSANDU;regional;PENAROL;regional;6-0;H;1.0;6;0;regional
regional;0;2021;2021-10-20;CUIABÁ;regional;BRASILIENSE;regional;0-0(6-7 Pen.);D;1.0;0;0;regional
regional;0;2021;2021-10-21;ATLÉTICO;regional;AQUIDAUANENSE;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-10-21;VILA NOVA;regional;RIO BRANCO DE VENDA NOVA;regional;3-0;H;1.0;3;0;regional
regional;0;2021;2021-10-27;PAYSANDU;regional;CASTANHAL;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-10-28;BRASILIENSE;regional;NOVA MUTUM;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-10-28;AQUIDAUANENSE;regional;VILA NOVA;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-11-03;NOVA MUTUM;regional;BRASILIENSE;regional;1-0(3-2 Pen.);H;1.0;1;0;regional
regional;0;2021;2021-11-04;VILA NOVA;regional;AQUIDAUANENSE;regional;7-0;H;1.0;7;0;regional
regional;0;2021;2021-11-10;CASTANHAL;regional;PAYSANDU;regional;1-3;A;1.0;1;3;regional
regional;0;2021;2021-11-12;MANAUS;regional;REMO;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-11-24;VILA NOVA;regional;NOVA MUTUM;regional;3-0;H;1.0;3;0;regional
regional;0;2021;2021-11-24;REMO;regional;MANAUS;regional;3-0;H;1.0;3;0;regional
regional;0;2021;2021-12-01;PAYSANDU;regional;REMO;regional;2-2;D;1.0;2;2;regional
regional;0;2021;2021-12-02;NOVA MUTUM;regional;VILA NOVA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-12-04;REMO;regional;PAYSANDU;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-12-08;VILA NOVA;regional;REMO;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-12-11;REMO;regional;VILA NOVA;regional;0-0(4-2 Pen.);D;1.0;0;0;regional
regional;0;2020;2021-01-20;FAST CLUBE;regional;INDEPENDENTE TUCURUÍ;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2021-01-20;BRASILIENSE;regional;VITÓRIA;regional;4-0;H;1.0;4;0;regional
regional;0;2020;2021-01-20;PALMAS;regional;REAL NOROESTE;regional;2-0;H;1.0;2;0;regional
regional;0;2020;2021-01-20;APARECIDENSE;regional;AQUIDAUANENSE;regional;7-0;H;1.0;7;0;regional
regional;0;2020;2021-01-20;SINOP;regional;ÁGUIA NEGRA;regional;4-0;H;1.0;4;0;regional
regional;0;2020;2021-01-20;SÃO RAIMUNDO;regional;GALVEZ;regional;3-4;A;1.0;3;4;regional
regional;0;2020;2021-01-21;MANAUS;regional;JI-PARANÁ;regional;5-0;H;1.0;5;0;regional
regional;0;2020;2021-01-24;SANTOS;regional;GAMA;regional;0-2;A;1.0;0;2;regional
