clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
LINHARES/espirito_santo;Linhares;espirito_santo;-19.3946;-40.0643;Linhares;0.0003520120339283;1;1;0;0;;;;0.0;2.0;2.0;;;
FERROVIÁRIO DO CABO/pernambuco;Ferroviário Do Cabo;pernambuco;-8.2328;-35.796;Bezerros;0.0003509366607162;0;2;2;2;;;;;;;0.0;2.0;2.0
GRÊMIO B/rio_grande_do_sul;Grêmio B;rio_grande_do_sul;-29.9740266;-51.1949496;Porto Alegre;0.0003506116348721;1;1;0;4;;;;1.0;1.0;3.0;;;
GRÊMIO VALPARAÍSO/goias;Grêmio Valparaíso;goias;-16.0683;-47.9767;Valparaíso de Goiás;0.0003505096645877;1;1;0;0;;;;0.0;0.0;0.0;;;
PROPRIÁ/sergipe;Propriá;sergipe;-10.2138;-36.8442;Propriá;0.0003502809800176;0;2;2;2;;;;;;;1.0;0.0;3.0
SPORT LAGOA SECA/paraiba;Sport Lagoa Seca;paraiba;-6.8928;-34.8647;Lucena;0.0003496785901377;0;2;2;2;;;;;;;0.0;2.0;2.0
ESSUBE/minas_gerais;Essube;minas_gerais;-18.9113;-48.2622;Uberlândia;0.0003474931713509;1;1;0;0;;;;0.0;0.0;1.0;;;
ATL. TRÊS CORAÇÕES/minas_gerais;Atl. Três Corações;minas_gerais;-21.2214;-43.7703;Barbacena;0.0003460903440419;1;1;0;0;;;;0.0;2.0;2.0;;;
CRUZEIRO/paraiba;Cruzeiro;paraiba;-7.3039;-38.1506;Itaporanga;0.0003454959371132;0;2;2;2;;;;;;;0.0;1.0;0.0
SSA/bahia;Ssa;bahia;-12.9718;-38.5011;Salvador;0.0003414028699555;0;2;2;2;;;;;;;1.0;0.0;1.0
NÁUTICO/mato_grosso_do_sul;Náutico;mato_grosso_do_sul;-20.4697;-54.6201;Campo Grande;0.0003390935558886;1;1;0;0;;;;0.0;0.0;1.0;;;
JACIOBÁ/alagoas;Jaciobá;alagoas;-9.7497;-37.4375;Pão de Açúcar;0.000338804292056;0;2;2;2;;;;;;;1.0;0.0;3.0
CAMPO GRANDE/ceara;Campo Grande;ceara;-7.2372;-39.4121;Juazeiro do Norte;0.000337701930785;0;2;2;2;;;;;;;0.0;1.0;0.0
IRANDUBA/amazonas;Iranduba;amazonas;-3.2847;-60.1858;Iranduba;0.0003368042622578;0;0;1;1;0.0;1.0;1.0;;;;;;
TARUMÃ/amazonas;Tarumã;amazonas;-3.11866;-60.0212;Manaus;0.0003367653979646;0;0;1;1;0.0;1.0;1.0;;;;;;
VILHENA/rondonia;Vilhena;rondonia;-12.7502;-60.1488;Vilhena;0.0003358864688604;0;0;1;1;0.0;2.0;2.0;;;;;;
RIO NEGRO/roraima;Rio Negro;roraima;2.82384;-60.6753;Boa Vista;0.0003356957348428;0;0;1;1;0.0;1.0;1.0;;;;;;
CABENSE/pernambuco;Cabense;pernambuco;-8.28218;-35.0253;Cabo de Santo Agostinho;0.0003346045316922;0;2;2;2;;;;;;;0.0;2.0;2.0
UNIVAP APODI/rio_grande_do_norte;Univap Apodi;rio_grande_do_norte;-5.6606;-37.7972;Apodi;0.0003336156055174;0;2;2;2;;;;;;;0.0;1.0;0.0
RIO BRANCO - VN/espirito_santo;Rio Branco - Vn;espirito_santo;-20.3344;-41.1342;Venda Nova do Imigrante;0.0003333756842391;1;1;0;0;;;;0.0;2.0;2.0;;;
RENOVAÇÃO/amapa;Renovação;amapa;-0.0383;-51.0632;Macapá;0.0003327235321725;0;0;3;3;1.0;0.0;3.0;;;;;;
SANTACRUZENSE/sao_paulo;Santacruzense;sao_paulo;-22.8988;-49.6354;Santa Cruz do Rio Pardo;0.0003285647781833;1;1;0;0;;;;0.0;0.0;1.0;;;
ASTER BRASIL/espirito_santo;Aster Brasil;espirito_santo;-20.3155;-40.3128;Vitória;0.0003285446276404;1;1;0;0;;;;0.0;2.0;2.0;;;
RIACHÃO/sergipe;Riachão;sergipe;-11.0729;-37.731;Riachão do Dantas;0.0003276621821741;0;2;2;2;;;;;;;1.0;0.0;3.0
SÃO JOSÉ/tocantins;São José;tocantins;-10.1844;-48.3336;Palmas;0.0003270324665236;0;0;3;3;1.0;0.0;0.0;;;;;;
CORITIBA/sergipe;Coritiba;sergipe;-10.6853;-37.4253;Itabaiana;0.0003251146903862;0;2;2;2;;;;;;;1.0;0.0;3.0
INTER SM/rio_grande_do_sul;Inter Sm;rio_grande_do_sul;-29.6842;-53.8069;Santa Maria;0.0003237619614874;1;1;0;4;;;;1.0;1.0;3.0;;;
AGRIMAQ JEQUIAENSE/alagoas;Agrimaq Jequiaense;alagoas;-10.0039;-36.021;Jequiá da Praia;0.0003235978222305;0;2;2;2;;;;;;;1.0;0.0;3.0
TIRADENTES/para;Tiradentes;para;-1.4554;-48.4898;Belém;0.000321732802101;0;0;3;3;1.0;0.0;3.0;;;;;;
VÊNUS/para;Vênus;para;-1.72183;-48.8788;Abaetetuba;0.000320118854351;0;0;3;3;1.0;0.0;3.0;;;;;;
ATLÉTICO PIAUIENSE/piaui;Atlético Piauiense;piaui;-5.09194;-42.8034;Teresina;0.0003185483534105;0;0;3;3;1.0;0.0;0.0;;;;;;
ARACAJU/sergipe;Aracaju;sergipe;-10.9091;-37.0677;Aracaju;0.0003175767942829;0;2;2;2;;;;;;;1.0;0.0;3.0
ASSU/rio_grande_do_norte;Assu;rio_grande_do_norte;-5.5772;-36.9114;Assu;0.0003161070134839;0;2;2;2;;;;;;;0.0;1.0;0.0
ESPORTE LIMOEIRO/ceara;Esporte Limoeiro;ceara;-5.14392;-38.0847;Limoeiro do Norte;0.0003159576379538;0;2;2;2;;;;;;;0.0;1.0;0.0
FORTE/espirito_santo;Forte;espirito_santo;-19.2631;-40.3325;Rio Bananal;0.0003155270281744;1;1;0;0;;;;0.0;2.0;2.0;;;
CRUZEIRO/distrito_federal;Cruzeiro;distrito_federal;-15.7934;-47.9406;Cruzeiro;0.0003154988954161;1;1;0;0;;;;0.0;0.0;0.0;;;
SANTA CRUZ/mato_grosso;Santa Cruz;mato_grosso;-15.0702;-57.1878;Barra do Bugres;0.000313845409833;1;1;0;0;;;;0.0;0.0;0.0;;;
CRUZEIRO/amapa;Cruzeiro;amapa;-0.0383;-51.0632;Macapá;0.0003126638566557;0;0;3;3;1.0;0.0;3.0;;;;;;
BACABAL/maranhao;Bacabal;maranhao;-4.22447;-44.7832;Bacabal;0.0003110154220028;0;0;3;3;1.0;0.0;0.0;;;;;;
12 HORAS/rio_grande_do_sul;12 Horas;rio_grande_do_sul;-30.0331;-51.23;Porto Alegre;0.0003107736961288;1;1;0;4;;;;1.0;1.0;3.0;;;
CASTELO/espirito_santo;Castelo;espirito_santo;-20.6033;-41.2031;Castelo;0.0003106572307001;1;1;0;0;;;;0.0;2.0;2.0;;;
ALVORADA/tocantins;Alvorada;tocantins;-12.4785;-49.1249;Alvorada;0.0003105338886257;0;0;3;3;1.0;0.0;0.0;;;;;;
TORRES BRASIL/pernambuco;Torres Brasil;pernambuco;-8.0578;-34.8778;Recife;0.0003092028730686;0;2;2;2;;;;;;;0.0;2.0;2.0
MANCHESTER FUTEBOL/minas_gerais;Manchester Futebol;minas_gerais;-21.7642;-43.3503;Juiz de Fora;0.0003084386352379;1;1;0;0;;;;0.0;2.0;2.0;;;
JC FUTEBOL CLUBE/amazonas;Jc Futebol Clube;amazonas;-3.1417;-58.4444;Itacoatiara;0.0003066961350196;0;0;1;1;0.0;1.0;1.0;;;;;;
NÁUAS/acre;Náuas;acre;-7.6649;-72.6504;Cruzeiro do Sul;0.0003061274901946;0;0;1;1;0.0;2.0;2.0;;;;;;
BARCELONA ESPORTIVO/sao_paulo;Barcelona Esportivo;sao_paulo;-23.5505;-46.6333;São Paulo;0.0003061218450464;1;1;0;0;;;;0.0;0.0;1.0;;;
CASIMIRO DE ABREU/rio_de_janeiro;Casimiro De Abreu;rio_de_janeiro;-22.4812;-42.2066;Casimiro de Abreu;0.0003033021431373;1;1;0;0;;;;0.0;2.0;2.0;;;
ANDIRÁ/acre;Andirá;acre;-9.974;-67.8076;Rio Branco;0.0002997383345286;0;0;1;1;0.0;2.0;2.0;;;;;;
SUL AMÉRICA/amazonas;Sul América;amazonas;-3.11866;-60.0212;Manaus;0.0002981495887431;0;0;1;1;0.0;1.0;1.0;;;;;;
RONDONIENSE/rondonia;Rondoniense;rondonia;-8.76077;-63.8999;Porto Velho;0.0002968398346696;0;0;1;1;0.0;2.0;2.0;;;;;;
HOPE INTERNACIONAL/parana;Hope Internacional;parana;-25.4195;-49.2646;Curitiba;0.0002936604400374;1;1;0;4;;;;1.0;1.0;3.0;;;
INTERNACIONAL B/rio_grande_do_sul;Internacional B;rio_grande_do_sul;-30.0318;-51.2065;Porto Alegre;0.0002935995598766;1;1;0;4;;;;1.0;1.0;3.0;;;
PORTO/santa_catarina;Porto;santa_catarina;-26.2451;-51.0759;Porto União;0.0002931055043869;1;1;0;4;;;;1.0;1.0;3.0;;;
SÃOJOSEENSE/parana;Sãojoseense;parana;-25.5347;-49.2064;São José dos Pinhais;0.0002929586171752;1;1;0;4;;;;1.0;1.0;3.0;;;
BRAZLÂNDIA/distrito_federal;Brazlândia;distrito_federal;-15.6667;-48.1961;Brasília;0.0002919389944098;1;1;0;0;;;;0.0;0.0;0.0;;;
GEL/espirito_santo;Gel;espirito_santo;-20.1286;-40.3078;Serra;0.0002917291437644;1;1;0;0;;;;0.0;2.0;2.0;;;
PIRES DO RIO/goias;Pires Do Rio;goias;-17.3019;-48.2768;Pires do Rio;0.0002899303794064;1;1;0;0;;;;0.0;0.0;0.0;;;
MESQUITA/rio_de_janeiro;Mesquita;rio_de_janeiro;-22.8028;-43.4601;Mesquita;0.0002893029148851;1;1;0;0;;;;0.0;2.0;2.0;;;
CDC DA AMAZÔNIA/amazonas;Cdc Da Amazônia;amazonas;-2.6214;-60.9431;Novo Airão;0.0002872616324594;0;0;1;1;0.0;1.0;1.0;;;;;;
INDEPENDENTE/rio_de_janeiro;Independente;rio_de_janeiro;-22.3708;-41.7869;Macaé;0.0002870696923934;1;1;0;0;;;;0.0;2.0;2.0;;;
CHAPADA/mato_grosso;Chapada;mato_grosso;-15.4608;-55.7497;Chapada dos Guimarães;0.0002856420890151;1;1;0;0;;;;0.0;0.0;0.0;;;
CAMPO NOVO/mato_grosso;Campo Novo;mato_grosso;-13.6744;-57.8869;Campo Novo do Parecis;0.0002849562273073;1;1;0;0;;;;0.0;0.0;0.0;;;
RIACHUELO/rio_grande_do_norte;Riachuelo;rio_grande_do_norte;-5.82156;-35.8215;Riachuelo;0.0002848078575131;0;2;2;2;;;;;;;0.0;2.0;2.0
SER CRUZ ALTA/rio_grande_do_sul;Ser Cruz Alta;rio_grande_do_sul;-28.645;-53.6048;Cruz Alta;0.0002843965578119;1;1;0;4;;;;1.0;1.0;3.0;;;
TIANGUÁ/ceara;Tianguá;ceara;-3.72965;-40.9923;Tianguá;0.0002842356831623;0;0;3;3;1.0;0.0;0.0;;;;;;
RIACHO CITY/distrito_federal;Riacho City;distrito_federal;-15.8821;-48.0163;Riacho Fundo;0.0002826641873363;1;1;0;0;;;;0.0;0.0;0.0;;;
QUEIMADOS/rio_de_janeiro;Queimados;rio_de_janeiro;-22.7153;-43.5558;Queimados;0.0002820681312249;1;1;0;0;;;;0.0;2.0;2.0;;;
ANDRADINA/sao_paulo;Andradina;sao_paulo;-20.8948;-51.3786;Andradina;0.0002806636624925;1;1;0;0;;;;0.0;0.0;1.0;;;
FEMAR/paraiba;Femar;paraiba;-6.9533;-35.5414;Alagoinha;0.0002799758486131;0;2;2;2;;;;;;;0.0;2.0;2.0
SERRANO/paraiba;Serrano;paraiba;-7.22196;-35.8731;Campina Grande;0.0002791392120026;0;2;2;2;;;;;;;0.0;2.0;2.0
URUMAJÓ/para;Urumajó;para;-1.0217;-46.6347;Augusto Corrêa;0.0002783152041508;0;0;3;3;1.0;0.0;3.0;;;;;;
CENTRAL PARAÍSO/tocantins;Central Paraíso;tocantins;-10.1753;-48.8839;Paraíso do Tocantins;0.0002774962750942;0;0;3;3;1.0;0.0;0.0;;;;;;
FEIRENSE/bahia;Feirense;bahia;-12.9614;-39.2584;Santo Antônio de Jesus;0.0002766179568373;0;2;2;2;;;;;;;1.0;0.0;1.0
JARAGUÁ/santa_catarina;Jaraguá;santa_catarina;-26.4851;-49.0713;Jaraguá do Sul;0.0002746917361666;1;1;0;4;;;;1.0;1.0;3.0;;;
PONTAPORANENSE/mato_grosso_do_sul;Pontaporanense;mato_grosso_do_sul;-22.5361;-55.7256;Ponta Porã;0.0002735039051411;1;1;0;0;;;;0.0;0.0;1.0;;;
ATIBAIA/sao_paulo;Atibaia;sao_paulo;-23.1171;-46.5563;Atibaia;0.0002731901415063;1;1;0;0;;;;0.0;0.0;1.0;;;
BRASIL DE FARROUPILHA/rio_grande_do_sul;Brasil De Farroupilha;rio_grande_do_sul;-29.2227;-51.3419;Farroupilha;0.0002715782088313;1;1;0;4;;;;1.0;1.0;3.0;;;
UNIÃO ATLÉTICA ARAGUAINENSE/tocantins;União Atlética Araguainense;tocantins;-7.1908;-48.2078;Araguína;0.0002704332512298;0;0;3;3;1.0;0.0;0.0;;;;;;
LAGO VERDE/maranhao;Lago Verde;maranhao;-3.9572;-44.8317;Lago Verde;0.0002703214671231;0;0;3;3;1.0;0.0;0.0;;;;;;
ARAGUAIA DE PALMAS/tocantins;Araguaia De Palmas;tocantins;-10.1844;-48.3336;Palmas;0.0002698345094645;0;0;3;3;1.0;0.0;0.0;;;;;;
ROYAL/goias;Royal;goias;-16.2524;-47.9504;Luziânia;0.0002686748726937;1;1;0;0;;;;0.0;0.0;0.0;;;
LAGOA/amapa;Lagoa;amapa;0.034934;-51.0694;Macapá;0.0002674966478982;0;0;3;3;1.0;0.0;3.0;;;;;;
INDEPENDENTE/para;Independente;para;-2.63609;-54.9374;Belterra;0.0002671819591522;0;0;3;3;1.0;0.0;3.0;;;;;;
CANAÃ/bahia;Canaã;bahia;-11.3039;-41.8569;Irecê;0.0002665221445328;0;2;2;2;;;;;;;1.0;0.0;1.0
PATROCINENSE/minas_gerais;Patrocinense;minas_gerais;-18.9379;-46.9934;Patrocínio;0.0002653527904009;1;1;0;0;;;;0.0;0.0;1.0;;;
JUVENTUS DE MINAS NOVAS/minas_gerais;Juventus De Minas Novas;minas_gerais;-17.2156;-42.5884;Minas Novas;0.0002649983971515;1;1;0;0;;;;0.0;2.0;2.0;;;
MARAU/rio_grande_do_sul;Marau;rio_grande_do_sul;-28.4492;-52.2;Marau;0.0002642882808784;1;1;0;4;;;;1.0;1.0;3.0;;;
TERRA E MAR/ceara;Terra E Mar;ceara;-3.71664;-38.5423;Fortaleza;0.0002628592939248;0;2;2;2;;;;;;;0.0;1.0;0.0
ITAREMA/ceara;Itarema;ceara;-2.9231;-39.9161;Itarema;0.000261762511144;0;2;2;2;;;;;;;0.0;1.0;0.0
RIVER/roraima;River;roraima;2.82384;-60.6753;Boa Vista;0.0002616467254693;0;0;1;1;0.0;1.0;1.0;;;;;;
RB DO NORTE/amazonas;Rb Do Norte;amazonas;-3.119;-60.0217;Manaus;0.0002612912436056;0;0;1;1;0.0;1.0;1.0;;;;;;
JUARA/mato_grosso;Juara;mato_grosso;-11.4194;-57.5186;Juara;0.0002610465483239;1;1;0;0;;;;0.0;0.0;0.0;;;
MOGI MIRIM/sao_paulo;Mogi Mirim;sao_paulo;-22.4332;-46.9532;Mogi Mirim;0.0002600842815164;1;1;0;0;;;;0.0;0.0;1.0;;;
PEDRA BRANCA/santa_catarina;Pedra Branca;santa_catarina;-27.6419;-48.6667;Palhoça;0.0002597259515253;1;1;0;4;;;;1.0;1.0;3.0;;;
TUPY/espirito_santo;Tupy;espirito_santo;-20.3417;-40.2875;Vila Velha;0.0002589629388314;1;1;0;0;;;;0.0;2.0;2.0;;;
LATITUDE ZERO/amapa;Latitude Zero;amapa;-0.0383;-51.0632;Macapá;0.0002589289899175;0;0;3;3;1.0;0.0;3.0;;;;;;
ATLÉTICO AMAZONENSE/amazonas;Atlético Amazonense;amazonas;-3.11866;-60.0212;Manaus;0.0002588701231047;0;0;1;1;0.0;1.0;1.0;;;;;;
ATLÉTICO CERRADO/tocantins;Atlético Cerrado;tocantins;-10.1753;-48.8839;Paraíso do Tocantins;0.0002584105065219;0;0;3;3;1.0;0.0;0.0;;;;;;
SABUGY/paraiba;Sabugy;paraiba;-9.8475;-36.9189;Santa Luzia;0.0002575192226195;0;2;2;2;;;;;;;1.0;0.0;3.0
LEÔNICO/bahia;Leônico;bahia;-12.9718;-38.5011;Salvador;0.0002574060428942;0;2;2;2;;;;;;;1.0;0.0;1.0
FLAMENGO DE GUANAMBI/bahia;Flamengo De Guanambi;bahia;-14.2256;-42.7811;Guanambi;0.0002569069591102;1;1;0;0;;;;0.0;2.0;2.0;;;
CORITIBA B/parana;Coritiba B;parana;-25.4195;-49.2646;Curitiba;0.0002567119900908;1;1;0;4;;;;1.0;1.0;3.0;;;
PASSOS/minas_gerais;Passos;minas_gerais;-20.7193;-46.609;Passos;0.0002565155795201;1;1;0;0;;;;0.0;0.0;1.0;;;
ROLIM DE MOURA/rondonia;Rolim De Moura;rondonia;-11.7271;-61.7714;Rolim de Moura;0.000255261212375;0;0;1;1;0.0;2.0;2.0;;;;;;
SÃO GABRIEL/mato_grosso_do_sul;São Gabriel;mato_grosso_do_sul;-19.395;-54.5658;São Gabriel do Oeste;0.0002544526507277;1;1;0;0;;;;0.0;0.0;1.0;;;
CAIÇARA/piaui;Caiçara;piaui;-4.8217;-42.1641;Campo Maior;0.0002542209655773;0;0;3;3;1.0;0.0;0.0;;;;;;
SAMPAIO/roraima;Sampaio;roraima;2.82384;-60.6753;Boa Vista;0.0002534317653476;0;0;1;1;0.0;1.0;1.0;;;;;;
NAVEGANTES/santa_catarina;Navegantes;santa_catarina;-26.8943;-48.6546;Navegantes;0.0002514522565764;1;1;0;4;;;;1.0;1.0;3.0;;;
NOVA PRATA/rio_grande_do_sul;Nova Prata;rio_grande_do_sul;-28.7799;-51.6113;Nova Prata;0.0002500473972286;1;1;0;4;;;;1.0;1.0;3.0;;;
INDEPENDENTE DE RIO VERDE/goias;Independente De Rio Verde;goias;-17.7923;-50.9192;Rio Verde;0.0002483571443593;1;1;0;0;;;;0.0;0.0;0.0;;;
ATLÉTICO MOGI/sao_paulo;Atlético Mogi;sao_paulo;-23.5233;-46.1883;Mogi das Cruzes;0.0002483259320464;1;1;0;0;;;;0.0;0.0;1.0;;;
BOTAFOGO/sergipe;Botafogo;sergipe;-11.4668;-37.7585;Cristinápolis;0.0002481394651321;0;2;2;2;;;;;;;1.0;0.0;3.0
FORTALEZA B/ceara;Fortaleza B;ceara;-3.71664;-38.5423;Fortaleza;0.000247693357152;0;2;2;2;;;;;;;0.0;1.0;0.0
ATLÉTICO DE CAJAZEIRAS/paraiba;Atlético De Cajazeiras;paraiba;-6.88004;-38.5577;Cajazeiras;0.0002473013222;0;2;2;2;;;;;;;0.0;1.0;0.0
MIRAMAR/paraiba;Miramar;paraiba;-6.98731;-34.8284;Cabedelo;0.0002470449975469;0;2;2;2;;;;;;;0.0;2.0;2.0
CAP DE UBERLÂNDIA/minas_gerais;Cap De Uberlândia;minas_gerais;-18.9141;-48.2749;Uberlândia;0.0002469415891344;1;1;0;0;;;;0.0;0.0;1.0;;;
ATLÉTICO BATISTENSE/santa_catarina;Atlético Batistense;santa_catarina;-27.2764;-48.8497;São João Batista;0.0002460312320994;1;1;0;4;;;;1.0;1.0;3.0;;;
TRÊS PASSOS/rio_grande_do_sul;Três Passos;rio_grande_do_sul;-27.4555;-53.9296;Três Passos;0.0002455355768369;1;1;0;4;;;;1.0;1.0;3.0;;;
PESQUEIRA/pernambuco;Pesqueira;pernambuco;-8.35797;-36.6978;Pesqueira;0.0002453358766105;0;2;2;2;;;;;;;0.0;2.0;2.0
SABIÁ/maranhao;Sabiá;maranhao;-4.86505;-43.3617;Caxias;0.0002451838941711;0;0;3;3;1.0;0.0;0.0;;;;;;
CANÁRIO/amapa;Canário;amapa;-0.0389;-51.0664;Macapá;0.000244272195553;0;0;3;3;1.0;0.0;3.0;;;;;;
BARE/amapa;Bare;amapa;-0.0383;-51.0632;Macapá;0.0002405215252181;0;0;3;3;1.0;0.0;3.0;;;;;;
BELENENSE/para;Belenense;para;-1.2947;-48.4558;Belém;0.0002398997184586;0;0;3;3;1.0;0.0;3.0;;;;;;
BRASILIS/sao_paulo;Brasilis;sao_paulo;-22.4733;-46.6314;Águas de Lindóia;0.0002379573562966;1;1;0;0;;;;0.0;0.0;1.0;;;
UNIÃO DE PALMAS/tocantins;União De Palmas;tocantins;-10.1844;-48.3336;Palmas;0.0002360163655224;0;0;3;3;1.0;0.0;0.0;;;;;;
CHAPECOENSE B/santa_catarina;Chapecoense B;santa_catarina;-27.103888888;-52.606666666;Chapecó;0.0002358879542997;1;1;0;4;;;;1.0;1.0;3.0;;;
AMERICANO/maranhao;Americano;maranhao;-4.22447;-44.7832;Bacabal;0.0002352244992607;0;0;3;3;1.0;0.0;0.0;;;;;;
PRS/rio_grande_do_sul;Prs;rio_grande_do_sul;-30.0331;-51.23;Porto Alegre;0.0002352122448292;1;1;0;4;;;;1.0;1.0;3.0;;;
G.A.S/roraima;G.A.S;roraima;1.8153;-61.1272;Caracaraí;0.0002351513003329;0;0;1;1;0.0;1.0;1.0;;;;;;
BETIS/minas_gerais;Betis;minas_gerais;-20.5263;-43.6962;Ouro Branco;0.000235102771015;1;1;0;0;;;;0.0;2.0;2.0;;;
YPIRANGA/bahia;Ypiranga;bahia;-12.9718;-38.5011;Salvador;0.000234599281864;0;2;2;2;;;;;;;1.0;0.0;1.0
TESLA/para;Tesla;para;-1.4558;-48.4902;Belém;0.0002340410780164;0;0;3;3;1.0;0.0;3.0;;;;;;
ADEC/amapa;Adec;amapa;2.49804;-50.9496;Calçoene;0.0002331367030164;0;0;3;3;1.0;0.0;3.0;;;;;;
MARAJÓ/para;Marajó;para;-1.6821;-50.4802;Breves;0.0002324869245178;0;0;3;3;1.0;0.0;3.0;;;;;;
DUQUE CAXIENSE/rio_de_janeiro;Duque Caxiense;rio_de_janeiro;-22.7856;-43.3117;Duque de Caxias;0.0002320921818892;1;1;0;0;;;;0.0;2.0;2.0;;;
ALIANÇA/ceara;Aliança;ceara;-3.9842;-38.6203;Pacatuba;0.0002320895514987;0;2;2;2;;;;;;;0.0;1.0;0.0
PIMENTENSE/rondonia;Pimentense;rondonia;-11.672;-61.198;Pimenta Bueno;0.0002312969881046;0;0;1;1;0.0;2.0;2.0;;;;;;
SETE/amazonas;Sete;amazonas;-3.119;-60.0217;Manaus;0.000230641854684;0;0;1;1;0.0;1.0;1.0;;;;;;
POTENGI/rio_grande_do_norte;Potengi;rio_grande_do_norte;-5.7945;-35.2119;Natal;0.0002300125346141;0;2;2;2;;;;;;;0.0;2.0;2.0
PARAÍSO/tocantins;Paraíso;tocantins;-10.1753;-48.8839;Paraíso do Tocantins;0.0002288619705224;0;0;3;3;1.0;0.0;0.0;;;;;;
UNIÃO FREDERIQUENSE/rio_grande_do_sul;União Frederiquense;rio_grande_do_sul;-27.3586;-53.3958;Frederico Westphalen;0.0002285515303704;1;1;0;4;;;;1.0;1.0;3.0;;;
PARAÍBA DO SUL/rio_de_janeiro;Paraíba Do Sul;rio_de_janeiro;-22.1585;-43.304;Paraíba do Sul;0.0002276601597705;1;1;0;0;;;;0.0;2.0;2.0;;;
CRB B/alagoas;Crb B;alagoas;-9.6658;-35.735;Maceió;0.0002255167728406;0;2;2;2;;;;;;;1.0;0.0;3.0
OSASCO/sao_paulo;Osasco;sao_paulo;-23.5324;-46.7916;Osasco;0.0002252105202863;1;1;0;0;;;;0.0;0.0;1.0;;;
TRÊS LAGOAS/mato_grosso_do_sul;Três Lagoas;mato_grosso_do_sul;-20.7849;-51.7007;Três Lagoas;0.0002249191726199;1;1;0;0;;;;0.0;0.0;1.0;;;
FIGUEIRENSE/minas_gerais;Figueirense;minas_gerais;-21.1353;-44.2614;São João del-Rei;0.0002244127637547;1;1;0;0;;;;0.0;2.0;2.0;;;
ATLÉTICO BACABAL/maranhao;Atlético Bacabal;maranhao;-4.22447;-44.7832;Bacabal;0.0002243887182776;0;0;3;3;1.0;0.0;0.0;;;;;;
TERESINA/piaui;Teresina;piaui;-5.0892;-42.8019;Teresina;0.0002238234748593;0;0;3;3;1.0;0.0;0.0;;;;;;
BOTAFOGO/goias;Botafogo;goias;-16.7686;-47.6136;Cristalina;0.0002231001777283;1;1;0;0;;;;0.0;0.0;0.0;;;
7 DE SETEMBRO/mato_grosso_do_sul;7 De Setembro;mato_grosso_do_sul;-22.2231;-54.812;Dourados;0.0002227926889246;1;1;0;0;;;;0.0;0.0;1.0;;;
CALOUROS DO AR/ceara;Calouros Do Ar;ceara;-3.71664;-38.5423;Fortaleza;0.0002227363900234;0;2;2;2;;;;;;;0.0;1.0;0.0
ATLÉTICO/rio_grande_do_sul;Atlético;rio_grande_do_sul;-29.9413;-50.9869;Gravataí;0.0002227228724143;1;1;0;4;;;;1.0;1.0;3.0;;;
RONDONÓPOLIS/mato_grosso;Rondonópolis;mato_grosso;-16.4673;-54.6372;Rondonópolis;0.0002223444327119;1;1;0;0;;;;0.0;0.0;0.0;;;
CEARÁ B/ceara;Ceará B;ceara;-3.71664;-38.5423;Fortaleza;0.0002222226238573;0;2;2;2;;;;;;;0.0;1.0;0.0
BRÉSCIA/rio_de_janeiro;Bréscia;rio_de_janeiro;-22.6632;-43.0315;Magé;0.0002219500203503;1;1;0;0;;;;0.0;2.0;2.0;;;
FERROVIÁRIO/piaui;Ferroviário;piaui;-2.9031;-41.7761;Parnaíba;0.000220327384932;0;0;3;3;1.0;0.0;0.0;;;;;;
OESTE BRASIL/parana;Oeste Brasil;parana;-24.7119;-53.7431;Toledo;0.0002195277933749;1;1;0;4;;;;1.0;1.0;3.0;;;
GRÊMIO OSASCO/sao_paulo;Grêmio Osasco;sao_paulo;-23.5324;-46.7916;Osasco;0.0002178355934575;1;1;0;0;;;;0.0;0.0;1.0;;;
CLUBE 1992/rio_grande_do_sul;Clube 1992;rio_grande_do_sul;-28.2839;-52.7844;Carazinho;0.0002166124293408;1;1;0;4;;;;1.0;1.0;3.0;;;
ITACOATIARA/amazonas;Itacoatiara;amazonas;-3.1417;-58.4444;Itacoatiara;0.0002158086614609;0;0;1;1;0.0;1.0;1.0;;;;;;
RIO BRANCO SPORT CLUB/parana;Rio Branco Sport Club;parana;-25.5161;-48.5225;Paranaguá;0.0002139219427692;1;1;0;4;;;;1.0;1.0;3.0;;;
UNIÃO INHUMAS/goias;União Inhumas;goias;-16.3611;-49.5001;Inhumas;0.0002136949896243;1;1;0;0;;;;0.0;0.0;0.0;;;
VOTUPORANGUENSE/sao_paulo;Votuporanguense;sao_paulo;-20.4222;-49.9725;Votuporanga;0.0002115058849399;1;1;0;0;;;;0.0;0.0;1.0;;;
CITY LONDON/parana;City London;parana;-23.3103;-51.1628;Londrina;0.0002107923999466;1;1;0;0;;;;0.0;0.0;1.0;;;
UNIÃO HARMONIA/rio_grande_do_sul;União Harmonia;rio_grande_do_sul;-29.9189;-51.1767;Canoas;0.0002106913085538;1;1;0;4;;;;1.0;1.0;3.0;;;
