clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
IVINHEMA/mato_grosso_do_sul;Ivinhema;mato_grosso_do_sul;-22.3046;-53.8184;Ivinhema;0.0007169147102572;1;1;0;0;;;;0.0;0.0;1.0;;;
PATRIOTAS/parana;Patriotas;parana;-25.4195;-49.2646;Curitiba;0.0007163542695117;1;1;0;4;;;;1.0;1.0;3.0;;;
ELITE CD/rio_grande_do_sul;Elite Cd;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0007155788224477;1;1;0;4;;;;1.0;1.0;3.0;;;
JABAQUARA/sao_paulo;Jabaquara;sao_paulo;-23.9535;-46.335;Santos;0.0007146040748105;1;1;0;0;;;;0.0;0.0;1.0;;;
TAGUATINGA/distrito_federal;Taguatinga;distrito_federal;-15.8333;-48.0569;Taguatinga;0.0007144273093788;1;1;0;0;;;;0.0;0.0;0.0;;;
BATALHÃO/tocantins;Batalhão;tocantins;-10.1844;-48.3336;Palmas;0.0007091333030901;0;0;3;3;1.0;0.0;0.0;;;;;;
PORTO VELHO ESPORTE CLUBE/rondonia;Porto Velho Esporte Clube;rondonia;-8.76077;-63.8999;Porto Velho;0.0007088081987797;0;0;1;1;0.0;2.0;2.0;;;;;;
RIOGRANDENSE/rio_grande_do_sul;Riograndense;rio_grande_do_sul;-29.6868;-53.8149;Santa Maria;0.0007082140159686;1;1;0;4;;;;1.0;1.0;3.0;;;
ABECAT OUVIDORENSE/goias;Abecat Ouvidorense;goias;-18.2367;-47.8389;Ouvidor;0.0007070350932233;1;1;0;0;;;;0.0;0.0;0.0;;;
CAMPOS/rio_de_janeiro;Campos;rio_de_janeiro;-21.7622;-41.3181;Campos dos Goytacazes;0.0007059520401011;1;1;0;0;;;;0.0;2.0;2.0;;;
ASEEV/goias;Aseev;goias;-16.8317;-49.5317;Guapó;0.000704830753028;1;1;0;0;;;;0.0;0.0;0.0;;;
TUNTUM/maranhao;Tuntum;maranhao;-5.25476;-44.6444;Tuntum;0.0007007461342236;0;0;3;3;1.0;0.0;0.0;;;;;;
LUZIÂNIA/goias;Luziânia;goias;-16.253;-47.95;Luziânia;0.000698289555364;1;1;0;0;;;;0.0;0.0;0.0;;;
ESTRELA DO NORTE/espirito_santo;Estrela Do Norte;espirito_santo;-20.8462;-41.1198;Cachoeiro de Itapemirim;0.0006982758509332;1;1;0;0;;;;0.0;2.0;2.0;;;
ARAGUAÍNA/tocantins;Araguaína;tocantins;-7.19238;-48.2044;Araguaína;0.0006950185897955;0;0;3;3;1.0;0.0;0.0;;;;;;
IZABELENSE/para;Izabelense;para;-1.29686;-48.1606;Santa Izabel do Pará;0.000692935780753;0;0;3;3;1.0;0.0;3.0;;;;;;
TOCANTINS MIRACEMA/tocantins;Tocantins Miracema;tocantins;-9.56556;-48.393;Miracema do Tocantins;0.0006920189394519;0;0;3;3;1.0;0.0;0.0;;;;;;
SAMAMBAIA/distrito_federal;Samambaia;distrito_federal;-15.8778;-48.0833;Brasília;0.0006919840547225;1;1;0;0;;;;0.0;0.0;0.0;;;
JATAIENSE/goias;Jataiense;goias;-17.8784;-51.7204;Jataí;0.0006915552414456;1;1;0;0;;;;0.0;0.0;0.0;;;
PINHEIRENSE/para;Pinheirense;para;-1.4554;-48.4898;Belém;0.000688555399887;0;0;3;3;1.0;0.0;3.0;;;;;;
ORATÓRIO/amapa;Oratório;amapa;-0.0383;-51.0632;Macapá;0.0006885373181046;0;0;3;3;1.0;0.0;3.0;;;;;;
MATONENSE/sao_paulo;Matonense;sao_paulo;-21.6025;-48.364;Matão;0.0006880999779583;1;1;0;0;;;;0.0;0.0;1.0;;;
ÍBIS/pernambuco;Íbis;pernambuco;-7.9408;-34.8722;Paulista;0.0006877597020244;0;2;2;2;;;;;;;0.0;2.0;2.0
PORTO/pernambuco;Porto;pernambuco;-8.28455;-35.9699;Caruaru;0.0006864771772613;0;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO/acre;Atlético;acre;-9.974;-67.8076;Rio Branco;0.0006845834508379;0;0;1;1;0.0;2.0;2.0;;;;;;
RIO PRETO/sao_paulo;Rio Preto;sao_paulo;-20.8113;-49.3758;São José do Rio Preto;0.0006815473101479;1;1;0;0;;;;0.0;0.0;1.0;;;
INTER DE LAGES/santa_catarina;Inter De Lages;santa_catarina;-27.815;-50.3259;Lages;0.000681334214225;1;1;0;4;;;;1.0;1.0;3.0;;;
TANABI/sao_paulo;Tanabi;sao_paulo;-20.6228;-49.6563;Tanabi;0.0006801985923022;1;1;0;0;;;;0.0;0.0;1.0;;;
CA PATROCINENSE/minas_gerais;Ca Patrocinense;minas_gerais;-18.9379;-46.9934;Patrocínio;0.0006769557352933;1;1;0;0;;;;0.0;0.0;1.0;;;
BÚZIOS/rio_de_janeiro;Búzios;rio_de_janeiro;-22.7481;-41.8817;Armação dos Búzios;0.0006741407177073;1;1;0;0;;;;0.0;2.0;2.0;;;
COLO COLO/bahia;Colo Colo;bahia;-14.793;-39.046;Ilhéus;0.0006732533712082;0;2;2;2;;;;;;;1.0;0.0;1.0
PELOTAS/rio_grande_do_sul;Pelotas;rio_grande_do_sul;-31.7653;-52.3375;Pelotas;0.0006718159442372;1;1;0;4;;;;1.0;1.0;3.0;;;
INDEPENDENTE TUCURUÍ/para;Independente Tucuruí;para;-3.7664;-49.6725;Tucuruí;0.0006713244650897;0;0;3;3;1.0;0.0;0.0;;;;;;
ESTANCIANO/sergipe;Estanciano;sergipe;-11.2659;-37.4484;Estância;0.0006657091808168;0;2;2;2;;;;;;;1.0;0.0;3.0
PINHEIRO/maranhao;Pinheiro;maranhao;-2.52224;-45.0788;Pinheiro;0.0006620450493691;0;0;3;3;1.0;0.0;0.0;;;;;;
CORDINO/maranhao;Cordino;maranhao;-5.49682;-45.2485;Barra do Corda;0.0006597837196582;0;0;3;3;1.0;0.0;0.0;;;;;;
BARBALHA/ceara;Barbalha;ceara;-7.2982;-39.3021;Barbalha;0.0006592971785941;0;2;2;2;;;;;;;0.0;1.0;0.0
CONFIANÇA/paraiba;Confiança;paraiba;-7.09359;-35.228;Sapé;0.0006589680316345;0;2;2;2;;;;;;;0.0;2.0;2.0
IGUAÇU/parana;Iguaçu;parana;-26.2273;-51.0873;União da Vitória;0.0006572501177224;1;1;0;4;;;;1.0;1.0;3.0;;;
ABD/goias;Abd;goias;-15.9333;-50.14;Goiás;0.0006570476585644;1;1;0;0;;;;0.0;0.0;0.0;;;
ARRAIAL DO CABO/rio_de_janeiro;Arraial Do Cabo;rio_de_janeiro;-22.8697;-42.3326;Araruama;0.0006543119976328;1;1;0;0;;;;0.0;2.0;2.0;;;
FUTEBOL COM VIDA/rio_grande_do_sul;Futebol Com Vida;rio_grande_do_sul;-30.0822;-51.0189;Viamão;0.0006535656035742;1;1;0;4;;;;1.0;1.0;3.0;;;
INDEPENDÊNCIA/acre;Independência;acre;-9.974;-67.8076;Rio Branco;0.0006520391645948;0;0;1;1;0.0;2.0;2.0;;;;;;
NOVA CIDADE/rio_de_janeiro;Nova Cidade;rio_de_janeiro;-22.8057;-43.4233;Nilópolis;0.000649453888291;1;1;0;0;;;;0.0;2.0;2.0;;;
VILAVELHENSE/espirito_santo;Vilavelhense;espirito_santo;-20.3417;-40.2875;Vila Velha;0.0006480584241402;1;1;0;0;;;;0.0;2.0;2.0;;;
ATLÉTICO TUBARÃO/santa_catarina;Atlético Tubarão;santa_catarina;-28.4713;-49.0144;Tubarão;0.0006474981448483;1;1;0;4;;;;1.0;1.0;3.0;;;
BARAÚNAS/rio_grande_do_norte;Baraúnas;rio_grande_do_norte;-5.18374;-37.3474;Mossoró;0.0006460768555691;0;2;2;2;;;;;;;0.0;1.0;0.0
CEILANDENSE/distrito_federal;Ceilandense;distrito_federal;-15.8208;-48.1122;Brasília;0.0006448985582928;1;1;0;0;;;;0.0;0.0;0.0;;;
CARAVAGGIO/santa_catarina;Caravaggio;santa_catarina;-28.6364;-49.4978;Nova Veneza;0.0006424467275871;1;1;0;4;;;;1.0;1.0;3.0;;;
AMÉRICA/sao_paulo;América;sao_paulo;-20.8113;-49.3758;São José do Rio Preto;0.0006404733297932;1;1;0;0;;;;0.0;0.0;1.0;;;
LARANJA MECÂNICA/parana;Laranja Mecânica;parana;-23.4144;-51.4233;Arapongas;0.0006403169886132;1;1;0;0;;;;0.0;0.0;1.0;;;
ATLÉTICO PARAENSE/para;Atlético Paraense;para;-1.36002;-48.3421;Marituba;0.000639662746725;0;0;3;3;1.0;0.0;3.0;;;;;;
IMPÉRIO SERRANO/rio_de_janeiro;Império Serrano;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0006394408538768;1;1;0;0;;;;0.0;2.0;2.0;;;
CORUMBAENSE/mato_grosso_do_sul;Corumbaense;mato_grosso_do_sul;-19.0077;-57.651;Corumbá;0.000638311663015;1;1;0;0;;;;0.0;0.0;1.0;;;
PENAROL/amazonas;Penarol;amazonas;-3.13861;-58.4449;Itacoatiara;0.0006381025470646;0;0;1;1;0.0;1.0;1.0;;;;;;
CARIRI/ceara;Cariri;ceara;-7.2372;-39.4121;Juazeiro do Norte;0.0006379787698039;0;2;2;2;;;;;;;0.0;1.0;0.0
PARATY/rio_de_janeiro;Paraty;rio_de_janeiro;-23.2178;-44.7131;Paraty;0.0006374277149428;1;1;0;0;;;;0.0;2.0;2.0;;;
7 DE ABRIL/rio_de_janeiro;7 De Abril;rio_de_janeiro;-22.9068;-43.1729;Rio de Janeiro;0.0006369945334303;1;1;0;0;;;;0.0;2.0;2.0;;;
NITEROIENSE/rio_de_janeiro;Niteroiense;rio_de_janeiro;-22.8832;-43.1034;Niterói;0.0006355510749486;1;1;0;0;;;;0.0;2.0;2.0;;;
RIO VERDE/goias;Rio Verde;goias;-17.7923;-50.9192;Rio Verde;0.0006351310798288;1;1;0;0;;;;0.0;0.0;0.0;;;
AZURIZ/parana;Azuriz;parana;-26.2292;-52.6706;Pato Branco;0.0006340359480953;1;1;0;4;;;;1.0;1.0;3.0;;;
MANTHIQUEIRA/sao_paulo;Manthiqueira;sao_paulo;-22.8075;-45.1938;Guaratinguetá;0.0006309664274612;1;1;0;0;;;;0.0;2.0;2.0;;;
COXIM/mato_grosso_do_sul;Coxim;mato_grosso_do_sul;-18.5013;-54.751;Coxim;0.0006300235733681;1;1;0;0;;;;0.0;0.0;1.0;;;
MAGUARY/pernambuco;Maguary;pernambuco;-8.4719;-35.7272;Bonito;0.0006275094006237;0;2;2;2;;;;;;;0.0;2.0;2.0
TUPY/goias;Tupy;goias;-15.8653;-50.8678;Jussara;0.0006268095221989;1;1;0;0;;;;0.0;0.0;0.0;;;
OEIRENSE/piaui;Oeirense;piaui;-7.0253;-42.1311;Oeiras;0.0006263991880998;0;0;3;3;1.0;0.0;0.0;;;;;;
ESMAC/para;Esmac;para;-1.3653;-48.3725;Ananindeua;0.0006261673604632;0;0;3;3;1.0;0.0;3.0;;;;;;
ARAXÁ/minas_gerais;Araxá;minas_gerais;-19.5902;-46.9438;Araxá;0.0006246938154219;1;1;0;0;;;;0.0;0.0;1.0;;;
PSTC/parana;Pstc;parana;-23.1811;-50.6467;Cornélio Procópio;0.0006228018570144;1;1;0;0;;;;0.0;0.0;1.0;;;
ARAÇATUBA/sao_paulo;Araçatuba;sao_paulo;-21.2076;-50.4401;Araçatuba;0.0006216374344308;1;1;0;0;;;;0.0;0.0;1.0;;;
BAGÉ/rio_grande_do_sul;Bagé;rio_grande_do_sul;-31.3297;-54.0999;Bagé;0.0006199752470474;1;1;0;4;;;;1.0;1.0;3.0;;;
GUARANY DE SOBRAL/ceara;Guarany De Sobral;ceara;-3.71664;-38.5423;Fortaleza;0.00061980762403;0;2;2;2;;;;;;;0.0;1.0;0.0
ANGRA DOS REIS/rio_de_janeiro;Angra Dos Reis;rio_de_janeiro;-23.0011;-44.3196;Angra dos Reis;0.0006191451607342;1;1;0;0;;;;0.0;2.0;2.0;;;
GUAPORÉ/rondonia;Guaporé;rondonia;-11.7271;-61.7714;Rolim de Moura;0.0006180690175728;0;0;1;1;0.0;2.0;2.0;;;;;;
GRAPIÚNA/bahia;Grapiúna;bahia;-14.7876;-39.2781;Itabuna;0.0006172195879898;0;2;2;2;;;;;;;1.0;0.0;1.0
AUTO ESPORTE/paraiba;Auto Esporte;paraiba;-7.11509;-34.8641;João Pessoa;0.0006130073057495;0;2;2;2;;;;;;;0.0;2.0;2.0
GUARANI DE JUAZEIRO/ceara;Guarani De Juazeiro;ceara;-7.19621;-39.3076;Juazeiro do Norte;0.0006115346993686;0;2;2;2;;;;;;;0.0;1.0;0.0
CAPIXABA/espirito_santo;Capixaba;espirito_santo;-18.715;-40.4053;Nova Venécia;0.0006114541042857;1;1;0;0;;;;0.0;2.0;2.0;;;
UNIÃO PARAENSE/para;União Paraense;para;-1.36002;-48.3421;Marituba;0.0006100008814224;0;0;3;3;1.0;0.0;3.0;;;;;;
OPERÁRIO/amazonas;Operário;amazonas;-3.29066;-60.6216;Manacapuru;0.0006095941286768;0;0;1;1;0.0;1.0;1.0;;;;;;
ITZ SPORT/maranhao;Itz Sport;maranhao;-5.5264;-47.4819;Imperatriz;0.000609285564548;0;0;3;3;1.0;0.0;0.0;;;;;;
GUARANI/santa_catarina;Guarani;santa_catarina;-27.6455;-48.6697;Palhoça;0.0006072588651426;1;1;0;4;;;;1.0;1.0;3.0;;;
CAPITAL/distrito_federal;Capital;distrito_federal;-15.8222;-47.9781;Brasília;0.0006060566968851;1;1;0;0;;;;0.0;0.0;0.0;;;
SÃO FRANCISCO/acre;São Francisco;acre;-9.974;-67.8076;Rio Branco;0.0006054231637337;0;0;1;1;0.0;2.0;2.0;;;;;;
BARCELONA/rondonia;Barcelona;rondonia;-8.7619;-63.9039;Porto Velho;0.0006047731353861;0;0;1;1;0.0;2.0;2.0;;;;;;
GUARANY/alagoas;Guarany;alagoas;-9.66599;-35.735;Maceió;0.0006038806867193;0;2;2;2;;;;;;;1.0;0.0;3.0
CSP/paraiba;Csp;paraiba;-7.115;-34.8631;João Pessoa;0.000601842056556;0;2;2;2;;;;;;;0.0;2.0;2.0
APAFUT/rio_grande_do_sul;Apafut;rio_grande_do_sul;-29.1678;-51.1794;Caxias do Sul;0.0006009919990138;1;1;0;4;;;;1.0;1.0;3.0;;;
METROPOLITANO/santa_catarina;Metropolitano;santa_catarina;-26.9155;-49.0709;Blumenau;0.0005987007214503;1;1;0;4;;;;1.0;1.0;3.0;;;
TOLEDO/parana;Toledo;parana;-24.7122;-53.7431;Toledo;0.0005972383030687;1;1;0;4;;;;1.0;1.0;3.0;;;
MOSSORÓ/rio_grande_do_norte;Mossoró;rio_grande_do_norte;-5.18374;-37.3474;Mossoró;0.0005968139977202;0;2;2;2;;;;;;;0.0;1.0;0.0
LEÃO DO VALE - CIANORTE/parana;Leão Do Vale - Cianorte;parana;-23.6599;-52.6054;Cianorte;0.0005948696191152;1;1;0;0;;;;0.0;0.0;1.0;;;
MORRINHOS/goias;Morrinhos;goias;-15.9333;-50.14;Goiás;0.0005938875811772;1;1;0;0;;;;0.0;0.0;0.0;;;
MARACAJU/mato_grosso_do_sul;Maracaju;mato_grosso_do_sul;-21.6105;-55.1678;Maracaju;0.0005918280789768;1;1;0;0;;;;0.0;0.0;1.0;;;
UNIÃO LUZIENSE/minas_gerais;União Luziense;minas_gerais;-19.7697;-43.8514;Santa Luzia;0.0005909066381402;1;1;0;0;;;;0.0;2.0;2.0;;;
BOA/minas_gerais;Boa;minas_gerais;-21.5556;-45.4364;Varginha;0.0005904228371073;1;1;0;0;;;;0.0;2.0;2.0;;;
SPORT SINOP/mato_grosso;Sport Sinop;mato_grosso;-11.8604;-55.5091;Sinop;0.0005893832743546;1;1;0;0;;;;0.0;0.0;0.0;;;
QFC/rio_grande_do_norte;Qfc;rio_grande_do_norte;-5.9158;-35.2628;Parnamirim;0.0005889850791002;0;2;2;2;;;;;;;0.0;2.0;2.0
DECISÃO/pernambuco;Decisão;pernambuco;-8.47163;-35.7292;Bonito;0.0005886985364552;0;2;2;2;;;;;;;0.0;2.0;2.0
POTYGUAR SERIDOENSE/rio_grande_do_norte;Potyguar Seridoense;rio_grande_do_norte;-6.25484;-36.5146;Currais Novos;0.0005877420552395;0;2;2;2;;;;;;;0.0;2.0;2.0
AE PARACATU/minas_gerais;Ae Paracatu;minas_gerais;-17.2222;-46.8744;Paracatu;0.0005861840818734;1;1;0;0;;;;0.0;0.0;0.0;;;
ESPORTIVO/rio_grande_do_sul;Esportivo;rio_grande_do_sul;-29.1706;-51.52;Bento Gonçalves;0.0005860009751056;1;1;0;4;;;;1.0;1.0;3.0;;;
ARAGUACEMA/tocantins;Araguacema;tocantins;-9.1131;-49.5636;Araguacema;0.000585374805019;0;0;3;3;1.0;0.0;0.0;;;;;;
SORRISO/mato_grosso;Sorriso;mato_grosso;-12.5425;-55.7211;Sorriso;0.0005786133409998;1;1;0;0;;;;0.0;0.0;0.0;;;
CORISABBÁ/piaui;Corisabbá;piaui;-6.77182;-43.0241;Floriano;0.0005761974911662;0;0;3;3;1.0;0.0;0.0;;;;;;
CR AQUIDAUANA/mato_grosso_do_sul;Cr Aquidauana;mato_grosso_do_sul;-20.4714;-55.7872;Aquidauana;0.0005734943059161;1;1;0;0;;;;0.0;0.0;1.0;;;
BATAGUASSU/mato_grosso_do_sul;Bataguassu;mato_grosso_do_sul;-21.7144;-52.4228;Bataguassu;0.0005734943059161;1;1;0;0;;;;0.0;0.0;1.0;;;
JUVENTUS/rio_de_janeiro;Juventus;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005711771422039;1;1;0;0;;;;0.0;2.0;2.0;;;
INDEPENDENTE/sergipe;Independente;sergipe;-10.7417;-37.8108;Simão Dias;0.0005695002767394;0;2;2;2;;;;;;;1.0;0.0;3.0
MARUINENSE/sergipe;Maruinense;sergipe;-10.7308;-37.0856;Maruim;0.0005679664542364;0;2;2;2;;;;;;;1.0;0.0;3.0
FLAMENGO/piaui;Flamengo;piaui;-5.09194;-42.8034;Teresina;0.0005674374095592;0;0;3;3;1.0;0.0;0.0;;;;;;
ATLÉTICO CENTRAL/sergipe;Atlético Central;sergipe;-10.91;-37.0317;Barra dos Coqueiros;0.0005664966087;0;2;2;2;;;;;;;1.0;0.0;3.0
GUARAÍ/tocantins;Guaraí;tocantins;-8.83543;-48.5114;Guaraí;0.0005648521166215;0;0;3;3;1.0;0.0;0.0;;;;;;
SOBRADINHO/distrito_federal;Sobradinho;distrito_federal;-15.6517;-47.7853;Sobradinho;0.0005638253423948;1;1;0;0;;;;0.0;0.0;0.0;;;
PASSO FUNDO/rio_grande_do_sul;Passo Fundo;rio_grande_do_sul;-28.2576;-52.4091;Passo Fundo;0.0005631257918969;1;1;0;4;;;;1.0;1.0;3.0;;;
APARECIDA/goias;Aparecida;goias;-16.8228;-49.2436;Aparecida de Goiânia;0.0005628156877175;1;1;0;0;;;;0.0;0.0;0.0;;;
BRASÍLIA/distrito_federal;Brasília;distrito_federal;-15.7795;-47.9297;Brasília;0.0005617343646394;1;1;0;0;;;;0.0;0.0;0.0;;;
AÇÃO/mato_grosso;Ação;mato_grosso;-15.8656;-56.0767;Santo Antônio de Leverger;0.0005612890019595;1;1;0;0;;;;0.0;0.0;0.0;;;
PLANALTINA/distrito_federal;Planaltina;distrito_federal;-15.452;-47.6089;Planaltina;0.000561198939585;1;1;0;0;;;;0.0;0.0;0.0;;;
CONTAGEM/minas_gerais;Contagem;minas_gerais;-19.9391;-44.0531;Contagem;0.0005601086963179;1;1;0;0;;;;0.0;2.0;2.0;;;
SANTOS/para;Santos;para;-1.8842;-48.7686;Moju;0.0005599704918651;0;0;3;3;1.0;0.0;3.0;;;;;;
SINOP/mato_grosso;Sinop;mato_grosso;-11.8604;-55.5091;Sinop;0.0005589621191552;1;1;0;0;;;;0.0;0.0;0.0;;;
TIRADENTES/ceara;Tiradentes;ceara;-3.71664;-38.5423;Fortaleza;0.0005577328944455;0;2;2;2;;;;;;;0.0;1.0;0.0
ITUMBIARA/goias;Itumbiara;goias;-18.4093;-49.2158;Itumbiara;0.0005576718012692;1;1;0;0;;;;0.0;0.0;0.0;;;
SANTA CRUZ/rio_de_janeiro;Santa Cruz;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005563862584547;1;1;0;0;;;;0.0;2.0;2.0;;;
GALÍCIA/bahia;Galícia;bahia;-12.9718;-38.5011;Salvador;0.0005561466428226;0;2;2;2;;;;;;;1.0;0.0;1.0
POCONÉ/mato_grosso;Poconé;mato_grosso;-15.4608;-55.7497;Chapada dos Guimarães;0.0005558182662646;1;1;0;0;;;;0.0;0.0;0.0;;;
CAÇADOR/santa_catarina;Caçador;santa_catarina;-26.7757;-51.012;Caçador;0.0005556254766728;1;1;0;4;;;;1.0;1.0;3.0;;;
BLUMENAU/santa_catarina;Blumenau;santa_catarina;-26.9155;-49.0709;Blumenau;0.0005546124527984;1;1;0;4;;;;1.0;1.0;3.0;;;
CENTRO LIMOEIRENSE/pernambuco;Centro Limoeirense;pernambuco;-7.8726;-35.4402;Limoeiro;0.0005537863213898;0;2;2;2;;;;;;;0.0;2.0;2.0
YPIRANGA/pernambuco;Ypiranga;pernambuco;-7.94802;-36.2061;Santa Cruz do Capibaribe;0.0005511984220961;0;2;2;2;;;;;;;0.0;2.0;2.0
ACADEMIA/mato_grosso;Academia;mato_grosso;-16.4673;-54.6372;Rondonópolis;0.0005504125727826;1;1;0;0;;;;0.0;0.0;0.0;;;
RIO SÃO PAULO/rio_de_janeiro;Rio São Paulo;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005469972652871;1;1;0;0;;;;0.0;2.0;2.0;;;
FORÇA E LUZ/rio_grande_do_norte;Força E Luz;rio_grande_do_norte;-5.7945;-35.2119;Natal;0.0005466980357959;0;2;2;2;;;;;;;0.0;2.0;2.0
JACOBINA/bahia;Jacobina;bahia;-11.1811;-40.5181;Jacobina;0.0005458813026955;0;2;2;2;;;;;;;1.0;0.0;1.0
PENEDENSE/alagoas;Penedense;alagoas;-10.2874;-36.5819;Penedo;0.0005457920641873;0;2;2;2;;;;;;;1.0;0.0;3.0
CARUARU CITY/pernambuco;Caruaru City;pernambuco;-8.28455;-35.9699;Caruaru;0.0005454334043601;0;2;2;2;;;;;;;0.0;2.0;2.0
AD CARMÓPOLIS/sergipe;Ad Carmópolis;sergipe;-10.6449;-36.9887;Carmópolis;0.0005432282312289;0;2;2;2;;;;;;;1.0;0.0;3.0
DESPORTIVA GUARABIRA/paraiba;Desportiva Guarabira;paraiba;-6.85064;-35.485;Guarabira;0.000543218787519;0;2;2;2;;;;;;;0.0;2.0;2.0
PIAUÍ/piaui;Piauí;piaui;-5.09194;-42.8034;Teresina;0.0005408587591558;0;0;3;3;1.0;0.0;0.0;;;;;;
IPOJUCA/pernambuco;Ipojuca;pernambuco;-8.39303;-35.0609;Ipojuca;0.0005402579496243;0;2;2;2;;;;;;;0.0;2.0;2.0
CRIXÁS/goias;Crixás;goias;-14.5489;-49.9692;Crixás;0.0005399528721131;1;1;0;0;;;;0.0;0.0;0.0;;;
FONTE NOVA/para;Fonte Nova;para;-1.05109;-46.6147;Augusto Corrêa;0.0005386469088853;0;0;3;3;1.0;0.0;3.0;;;;;;
ITUPIRANGA/para;Itupiranga;para;-5.13272;-49.3358;Itupiranga;0.0005381164949871;0;0;3;3;1.0;0.0;0.0;;;;;;
PACATUBA/ceara;Pacatuba;ceara;-3.9784;-38.6183;Pacatuba;0.0005368885935153;0;2;2;2;;;;;;;0.0;1.0;0.0
SÃO CARLOS/sao_paulo;São Carlos;sao_paulo;-22.0174;-47.886;São Carlos;0.0005366156906999;1;1;0;0;;;;0.0;0.0;1.0;;;
AMÉRICA DE PEDRINHAS/sergipe;América De Pedrinhas;sergipe;-10.2138;-36.8442;Propriá;0.0005337339610584;0;2;2;2;;;;;;;1.0;0.0;3.0
RIO NEGRO/amazonas;Rio Negro;amazonas;-3.11866;-60.0212;Manaus;0.0005322917168462;0;0;1;1;0.0;1.0;1.0;;;;;;
CARAJÁS/para;Carajás;para;-6.06781;-49.9037;Parauapebas;0.0005316153733147;0;0;3;3;1.0;0.0;0.0;;;;;;
CANINDÉ/sergipe;Canindé;sergipe;-9.6436;-37.7886;Canindé de São Francisco;0.0005308043372427;0;2;2;2;;;;;;;1.0;0.0;3.0
GUARULHOS/sao_paulo;Guarulhos;sao_paulo;-23.4538;-46.5333;Guarulhos;0.000529451844672;1;1;0;0;;;;0.0;0.0;1.0;;;
APUCARANA SPORTS/parana;Apucarana Sports;parana;-23.5511;-51.4614;Apucarana;0.0005292455803403;1;1;0;0;;;;0.0;0.0;1.0;;;
TAPAJÓS/para;Tapajós;para;-2.43849;-54.6996;Santarém;0.0005285648579077;0;0;3;3;1.0;0.0;3.0;;;;;;
TUPAN/maranhao;Tupan;maranhao;-2.53874;-44.2825;São Luís;0.0005285211859047;0;0;3;3;1.0;0.0;0.0;;;;;;
CERRADO/goias;Cerrado;goias;-16.8198;-49.2469;Aparecida de Goiânia;0.0005282520044735;1;1;0;0;;;;0.0;0.0;0.0;;;
NÁUTICO/roraima;Náutico;roraima;1.82766;-61.1304;Caracaraí;0.0005276826730928;0;0;1;1;0.0;1.0;1.0;;;;;;
AVENIDA/rio_grande_do_sul;Avenida;rio_grande_do_sul;-29.722;-52.4343;Santa Cruz do Sul;0.00052734979233;1;1;0;4;;;;1.0;1.0;3.0;;;
ESPORTE/paraiba;Esporte;paraiba;-6.59138;-37.6185;Paulista;0.000526993299379;0;2;2;2;;;;;;;0.0;1.0;0.0
AFOGADOS/pernambuco;Afogados;pernambuco;-7.74312;-37.631;Afogados da Ingazeira;0.0005240177398;0;2;2;2;;;;;;;0.0;1.0;0.0
ARUKO/parana;Aruko;parana;-23.4205;-51.9333;Maringá;0.000523690256118;1;1;0;0;;;;0.0;0.0;1.0;;;
CAAC BRASIL/rio_de_janeiro;Caac Brasil;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005212906080424;1;1;0;0;;;;0.0;2.0;2.0;;;
BOQUINHENSE/sergipe;Boquinhense;sergipe;-11.1397;-37.6195;Boquim;0.0005207907280872;0;2;2;2;;;;;;;1.0;0.0;3.0
AMÉRICA/pernambuco;América;pernambuco;-8.04666;-34.8771;Recife;0.0005189106049036;0;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO CARIOCA/rio_de_janeiro;Atlético Carioca;rio_de_janeiro;-22.8268;-43.0634;São Gonçalo;0.0005174642956715;1;1;0;0;;;;0.0;2.0;2.0;;;
BATEL/parana;Batel;parana;-25.3902;-51.4623;Guarapuava;0.0005168632420701;1;1;0;4;;;;1.0;1.0;3.0;;;
ATLHETIC CE/minas_gerais;Atlhetic Ce;minas_gerais;-21.1353;-44.2614;São João del-Rei;0.0005166818190539;1;1;0;0;;;;0.0;2.0;2.0;;;
ITARARÉ/sao_paulo;Itararé;sao_paulo;-24.1114;-49.3331;Itararé;0.0005165605059331;1;1;0;0;;;;0.0;0.0;1.0;;;
TUPÃ/sao_paulo;Tupã;sao_paulo;-21.9347;-50.5136;Tupã;0.0005164812816141;1;1;0;0;;;;0.0;0.0;1.0;;;
GUARANY DE BAGÉ/rio_grande_do_sul;Guarany De Bagé;rio_grande_do_sul;-31.3297;-54.0999;Bagé;0.0005156171850789;1;1;0;4;;;;1.0;1.0;3.0;;;
