clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4;serie_d_k2;serie_d_k3;serie_d_k4
ATLÉTICO CARIOCA/rio_de_janeiro;-22.8222;-43.0522;0.0005482079156409;0;2;0;0;0;0
CERES/rio_de_janeiro;-22.9068;-43.1729;0.0005384697857695;0;2;0;0;0;0
JARAGUÁ/goias;-15.7564;-49.3356;0.0005352985813565;0;1;0;1;1;1
ECUS/sao_paulo;-23.5386;-46.3111;0.0005265096176004;0;2;0;0;2;2
URUAÇU/goias;-14.5225;-49.1417;0.0005264431749535;0;1;0;1;1;1
BOM JESUS/goias;-17.9256;-49.6736;0.0005254523034145;0;1;0;1;1;1
SANTA MARIA/distrito_federal;-15.9967;-48.0267;0.0005244202387338;0;1;0;1;1;1
AMPARO/sao_paulo;-22.7033;-46.7619;0.0005234290912773;0;2;0;0;2;2
VERA CRUZ/rio_de_janeiro;-22.7833;-43.3167;0.0005209013207082;0;2;0;0;2;0
ARARUAMA/rio_de_janeiro;-22.8756;-42.3422;0.0005179697311744;0;2;0;0;0;0
JAGUARÉ/espirito_santo;-18.9056;-40.0817;0.0005176545603277;0;0;0;0;0;3
POÇOS DE CALDAS/minas_gerais;-21.7847;-46.5635;0.0005119325525357;0;2;0;1;2;2
BATATAIS/sao_paulo;-20.8917;-47.5833;0.0005081478786092;0;2;0;1;2;2
TIGRES DO BRASIL/rio_de_janeiro;-22.7833;-43.3111;0.0005068527140808;0;2;0;0;0;0
PINHEIROS/espirito_santo;-18.4033;-40.2333;0.0004984886661197;0;0;0;0;0;3
ARAXÁ/minas_gerais;-19.5908;-46.9436;0.0004977703119552;0;2;0;1;2;2
BARRA MANSA/rio_de_janeiro;-22.5417;-44.1736;0.0004920538524235;0;2;0;0;2;0
UNIÃO CENTRAL/rio_de_janeiro;-22.9068;-43.1729;0.0004881622662567;0;2;0;0;0;0
AT. ITAPEMIRIM/espirito_santo;-20.8433;-40.8356;0.0004862530362617;0;2;0;0;0;3
INTER DE MINAS/minas_gerais;-20.0733;-44.5786;0.0004834395905942;0;2;0;0;2;3
MAGEENSE/rio_de_janeiro;-22.6536;-43.0433;0.000483239779543;0;2;0;0;0;0
UNAÍ/minas_gerais;-16.3575;-46.9058;0.0004780764400754;0;1;0;1;1;1
BOSTON CITY BRASIL/minas_gerais;-20.2639;-42.0353;0.0004686033835783;0;2;0;0;0;3
NACIONAL UBERABA/minas_gerais;-19.7489;-47.9333;0.0004465880390749;0;2;0;1;1;2
SPORT ATIBAIA/sao_paulo;-23.1153;-46.5503;0.0004413242628915;0;2;0;0;2;2
SANTARRITENSE/minas_gerais;-22.2486;-45.7056;0.0004384081360841;0;2;0;0;2;2
RED BULL BRASIL/sao_paulo;-22.9533;-46.5422;0.0004287617278248;0;2;0;0;2;2
UNIÃO MOGI/sao_paulo;-23.5228;-46.1883;0.0004279321359681;0;2;0;0;2;2
BARCELONA/rio_de_janeiro;-22.9068;-43.1729;0.0004216476541024;0;2;0;0;0;0
CTE COLATINA/espirito_santo;-19.5386;-40.6275;0.0004176206157508;0;0;0;0;0;3
LEGIÃO/distrito_federal;-15.7939;-47.8828;0.0004129987679377;0;1;0;1;1;1
ITABERAÍ/goias;-16.0186;-49.8153;0.0004115139574593;0;1;0;1;1;1
RED BULL BRAGANTINO II/sao_paulo;-22.9533;-46.5422;0.000411114417097;0;2;0;0;2;2
SPORT CAPIXABA/espirito_santo;-20.2417;-40.3083;0.000409787560634;0;0;0;0;0;3
LEMENSE/sao_paulo;-22.1858;-47.3917;0.0004081882221959;0;2;0;1;2;2
PORTO/bahia;-16.4497;-39.0647;0.0003953841876597;1;0;0;0;0;3
ITABORAÍ PROFUTE/rio_de_janeiro;-22.7475;-42.8553;0.0003930859873014;0;2;0;0;0;0
RIOSTRENSE/rio_de_janeiro;-22.5225;-41.9436;0.0003924979600251;0;2;0;0;0;0
SÃO MATEUS/espirito_santo;-18.7153;-39.8589;0.0003909835289349;0;0;0;0;0;3
VILLA REAL/minas_gerais;-21.7644;-43.3494;0.0003858477669254;0;2;0;0;0;0
SERRANENSE/minas_gerais;-19.8736;-44.9833;0.0003797037237124;0;2;0;1;2;2
NOVO ESPORTE/minas_gerais;-19.4672;-42.5375;0.0003796550434944;0;2;0;0;0;3
ARUC/distrito_federal;-15.77972;-47.92972;0.0003778832877949;0;1;0;1;1;1
SESP SAMAMBAENSE/distrito_federal;-15.8786;-48.0506;0.0003761748474508;0;1;0;1;1;1
GRÊMIO VALPARAÍSO/goias;-16.0636;-47.9753;0.0003711253654409;0;1;0;1;1;1
LINHARES/espirito_santo;-19.3911;-40.0722;0.000367285522013;0;0;0;0;0;3
ATL. TRÊS CORAÇÕES/minas_gerais;-21.6967;-45.2533;0.0003611462697576;0;2;0;0;2;2
FORMOSA/goias;-15.5389;-47.3356;0.0003580372428426;0;1;0;1;1;1
ASTER BRASIL/espirito_santo;-20.3155;-40.3128;0.0003458114453853;0;0;0;0;0;3
ESSUBE/minas_gerais;-18.9186;-48.2772;0.000345714236158;0;2;0;1;1;1
CRUZEIRO/distrito_federal;-15.7939;-47.9575;0.0003339515304583;0;1;0;1;1;1
FORTE/espirito_santo;-20.3155;-40.3128;0.0003320846370368;0;2;0;0;0;3
CASTELO/espirito_santo;-20.6025;-41.1833;0.0003277568813907;0;2;0;0;0;3
MANCHESTER FUTEBOL/minas_gerais;-21.7644;-43.3494;0.0003237712195121;0;2;0;0;0;0
CASIMIRO DE ABREU/rio_de_janeiro;-22.4736;-42.2058;0.000321566961572;0;2;0;0;0;0
BARCELONA ESPORTIVO/sao_paulo;-23.5505;-46.6333;0.0003141056076518;0;2;0;0;2;2
BRAZLÂNDIA/distrito_federal;-15.6736;-48.2036;0.0003089509869705;0;1;0;1;1;1
GEL/espirito_santo;-20.2417;-40.3375;0.0003084534593869;0;0;0;0;0;3
PIRES DO RIO/goias;-17.2997;-48.2897;0.0003075071879782;0;1;0;1;1;1
MESQUITA/rio_de_janeiro;-22.7811;-43.4358;0.0003065653687939;0;2;0;0;2;0
INDEPENDENTE/rio_de_janeiro;-22.375;-41.785;0.0003043860166342;0;2;0;0;0;0
RIACHO CITY/distrito_federal;-15.8833;-48.0167;0.0002994396648847;0;1;0;1;1;1
QUEIMADOS/rio_de_janeiro;-22.7167;-43.5556;0.0002990026090082;0;2;0;0;2;0
ATIBAIA/sao_paulo;-23.1156;-46.5503;0.0002879789799561;0;2;0;0;2;2
ROYAL/goias;-16.7036;-49.0953;0.0002851093955058;0;1;0;1;1;1
JUVENTUS DE MINAS NOVAS/minas_gerais;-17.2183;-42.5875;0.0002756266926105;0;0;0;1;0;3
MOGI MIRIM/sao_paulo;-22.4333;-46.9583;0.0002743640748835;0;2;0;1;2;2
TUPY/espirito_santo;-20.3297;-40.2925;0.0002735524362958;0;0;0;0;0;3
FLAMENGO DE GUANAMBI/bahia;-14.2239;-42.7811;0.0002725094469758;1;0;0;1;1;3
PASSOS/minas_gerais;-20.7186;-46.6103;0.0002689492102228;0;2;0;1;2;2
ATLÉTICO MOGI/sao_paulo;-23.5228;-46.1883;0.0002602174818393;0;2;0;0;2;2
CAP DE UBERLÂNDIA/minas_gerais;-18.9186;-48.2772;0.0002535619654369;0;2;0;1;1;1
BRASILIS/sao_paulo;-22.4786;-46.6353;0.0002513827585556;0;2;0;1;2;2
BETIS/minas_gerais;-20.5167;-43.7028;0.0002483792625333;0;2;0;0;0;3
DUQUE CAXIENSE/rio_de_janeiro;-22.7833;-43.3167;0.0002461941653642;0;2;0;0;2;0
PARAÍBA DO SUL/rio_de_janeiro;-22.1583;-43.2936;0.0002414529332749;0;2;0;0;0;0
FIGUEIRENSE/minas_gerais;-21.1375;-44.2619;0.0002369078058611;0;2;0;0;2;0
BOTAFOGO/goias;-16.7689;-47.6125;0.0002354558131553;0;1;0;1;1;1
BRÉSCIA/rio_de_janeiro;-22.9068;-43.1729;0.0002352305619538;0;2;0;0;0;0
UNIÃO INHUMAS/goias;-16.3658;-49.5067;0.0002268579513942;0;1;0;1;1;1
BELA VISTA/rio_de_janeiro;-22.8214;-43.0511;0.0002189842690429;0;2;0;0;0;0
CANAÃ/distrito_federal;-15.7733;-47.7619;0.0002124608937198;0;1;0;1;1;1
SÃO JOSÉ DE ITAPERUNA/rio_de_janeiro;-21.2058;-41.8886;0.0001970112616277;0;2;0;0;0;3
PIRAPORA/minas_gerais;-17.3536;-44.9367;0.0001949606706062;0;2;0;1;1;1
SOCIAL/minas_gerais;-19.5167;-42.6256;0.0001920251849224;0;2;0;0;0;3
INTER SÃO GOTARDO/minas_gerais;-19.3033;-46.0436;0.0001894048499911;0;2;0;1;2;2
BRASILEIRINHO/rio_de_janeiro;-22.9068;-43.1729;0.0001891564268607;0;2;0;0;0;0
GÁLATAS/espirito_santo;-20.3155;-40.3128;0.0001888898804122;0;2;0;0;0;3
CANDANGO/distrito_federal;-15.7939;-47.8828;0.0001849915562259;0;1;0;1;1;1
ARAGUARI/minas_gerais;-18.6456;-48.1883;0.0001734175833449;0;2;0;1;1;1
MONTE CRISTO/goias;-16.6809;-49.2533;0.0001712328767123;0;1;0;1;1;1
BOLAMENSE/distrito_federal;-15.88583;-48.05389;0.0001712328767123;0;1;0;1;1;1
TEIXEIRA DE FREITAS/bahia;-17.5386;-39.7386;0.0001712328767123;0;0;0;0;0;3
PAYSANDU/para;-1.4558;-48.4902;0.0042828746162255;1;1;1;1;1;1
AMAZONAS/amazonas;-3.119;-60.0217;0.0035076410980069;1;1;1;0;2;0
MANAUS/amazonas;-3.119;-60.0217;0.0029734838729107;1;1;1;0;2;0
TOCANTINÓPOLIS/tocantins;-6.3297;-47.4767;0.0023350202835652;1;1;1;1;1;3
SÃO RAIMUNDO/roraima;2.8236;-60.6753;0.002032076224203;1;1;1;0;2;0
TUNA LUSO/para;-1.4558;-48.4902;0.0017279792522138;1;1;1;1;1;1
GAZIN PORTO VELHO/rondonia;-8.7619;-63.9039;0.0017127640433934;0;1;1;0;0;2
ÁGUIA DE MARABÁ/para;-5.3556;-49.1122;0.0016945379571985;1;1;1;1;1;3
