clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4
CRUZEIRO/alagoas;-9.7547;-36.6575;0.0009088186106012808;1;0;3
AMÉRICA/sergipe;-10.2136;-36.8375;0.0009045496730915737;1;0;3
ATLÉTICO GLORIENSE/sergipe;-10.2217;-37.4153;0.000904192656365268;1;0;3
GUANABARA CITY/goias;-16.6869;-49.2648;0.0009035205194708321;0;1;0
INTER DE BEBEDOURO/sao_paulo;-20.9514;-48.4794;0.000903337222184136;0;2;0
MAUÁ/sao_paulo;-23.6672;-46.4614;0.0009032543148654414;0;2;0
GUARANY DE SOBRAL/ceara;-3.6828;-40.3528;0.0009024240114892971;1;0;3
SÃO GONÇALO/rio_de_janeiro;-22.8222;-43.0533;0.0009009517744612078;0;2;0
MURICI/alagoas;-9.2958;-35.8611;0.0009002135502492631;1;0;3
UNIÃO SUZANO/sao_paulo;-23.5389;-46.3111;0.0008994583463752385;0;2;0
NACIONAL ATL. MURIAÉ/minas_gerais;-21.1389;-42.3667;0.0008982651757097169;0;2;0
FRIBURGUENSE/rio_de_janeiro;-22.2823;-42.5325;0.0008974340378083007;0;2;0
PORTUGUESA SANTISTA/sao_paulo;-23.9608;-46.3333;0.0008951150322045059;0;2;0
SÃO RAIMUNDO/amazonas;-3.119;-60.0217;0.000894406317237534;1;1;1
AMAZÔNIA INDEPENDENTE/para;-2.4453;-54.7084;0.0008888589116398495;1;1;1
ATLÉTICO/paraiba;-6.8936;-38.5614;0.0008884031650149593;1;0;3
JEQUIÉ/bahia;-13.8583;-40.0811;0.0008852026023718351;1;0;3
BANDEIRANTE/sao_paulo;-21.2867;-50.3411;0.0008850957597599885;0;2;2
MAMORÉ/minas_gerais;-18.5833;-46.5167;0.0008836389993305725;0;2;0
BARCELONA DE ILHÉUS/bahia;-14.795;-39.0433;0.0008833938461094824;1;0;3
JUVENTUS JARAGUÁ/santa_catarina;-26.4847;-49.075;0.0008811204483637842;0;2;2
REAL SPORT CLUB/rio_grande_do_sul;-29.7447;-50.0236;0.0008807948968243146;0;2;2
